record_id,employee_id,review_year,review_cycle,department,job_level,performance_rating,potential_rating,nine_box_position,succession_ready,flight_risk,promotion_recommended,goal_completion_pct,competency_score,development_plan_active,mentor_assigned,manager_id,review_date
TM00171,EMP00848,2021,Annual,Legal,L1,Does Not Meet,High,Solid Contributor,Not Identified,High,No,57,3.46,No,Yes,MGR0042,2022-09-29
TM00172,EMP01125,2023,Annual,Legal,L4,Does Not Meet,Low,Inconsistent Player,Ready in 3+ Years,High,Yes,71,4.41,No,No,MGR0032,2020-11-25
TM00173,EMP00541,2021,Q3,Finance,L2,Exceeds,Low,Solid Contributor,Ready in 3+ Years,Medium,No,57,4.05,Yes,Yes,MGR0029,2021-11-05
TM00174,EMP00819,2026,Q1,Customer Success,L4,Partially Meets,Low,Core Player,Ready in 3+ Years,Medium,No,67,4.73,Yes,No,MGR0006,2023-11-05
TM00175,EMP00645,2024,Annual,Customer Success,L5,Partially Meets,Low,Star,Ready Now,Medium,No,56,4.7,Yes,Yes,MGR0026,2025-03-03
TM00176,EMP00343,2026,Q1,HR,L2,Meets,Medium,Core Player,Ready Now,High,No,61,1.13,Yes,Yes,MGR0005,2020-07-04
TM00177,EMP00051,2025,Mid-Year,Marketing,L5,Does Not Meet,High,Solid Contributor,Ready Now,Low,No,76,1.98,Yes,Yes,MGR0015,2024-08-11
TM00178,EMP00025,2021,Mid-Year,Marketing,L5,Meets,High,Core Player,Ready in 1-2 Years,Low,Yes,52,2.56,Yes,Yes,MGR0018,2020-08-01
TM00179,EMP00990,2022,Q3,Engineering,L1,Partially Meets,Medium,Trusted Professional,Ready in 1-2 Years,Low,No,94,2.74,Yes,Yes,MGR0038,2021-01-19
TM00180,EMP00359,2023,Q3,IT,L6,Does Not Meet,Low,Star,Ready in 3+ Years,Low,Yes,93,4.88,Yes,Yes,MGR0041,2020-03-04
TM00181,EMP00887,2025,Mid-Year,Product,L5,Meets,Low,Solid Contributor,Ready in 1-2 Years,Low,No,86,3.1,No,No,MGR0021,2021-11-26
TM00182,EMP00910,2022,Annual,Sales,L6,Meets,Medium,Trusted Professional,Ready in 3+ Years,High,No,76,2.17,Yes,Yes,MGR0027,2022-07-13
TM00183,EMP00465,2020,Mid-Year,Finance,L5,Meets,Low,High Potential,Not Identified,High,No,90,4.76,No,No,MGR0029,2023-09-20
TM00184,EMP00540,2025,Q1,Finance,L1,Meets,High,Inconsistent Player,Not Identified,Low,Yes,76,1.73,No,Yes,MGR0015,2022-09-01
TM00185,EMP01131,2020,Q3,HR,L6,Meets,Low,Question Mark,Ready in 3+ Years,Low,No,99,1.06,No,Yes,MGR0018,2020-05-11
TM00186,EMP00122,2022,Mid-Year,Legal,L6,Partially Meets,High,Trusted Professional,Ready Now,Low,No,96,1.45,Yes,No,MGR0045,2021-08-19
TM00187,EMP00468,2025,Q1,Finance,L6,Exceeds,High,High Potential,Ready in 1-2 Years,High,No,95,4.48,No,No,MGR0038,2024-04-20
TM00188,EMP00211,2021,Q3,Design,L7,Exceeds,Medium,Solid Contributor,Ready Now,Medium,No,62,3.53,Yes,Yes,MGR0004,2024-01-13
TM00189,EMP00018,2025,Annual,HR,L5,Exceeds,High,Core Player,Ready Now,High,Yes,86,4.8,Yes,Yes,MGR0050,2020-08-10
TM00190,EMP00405,2026,Q3,Customer Success,L1,Meets,High,Question Mark,Ready Now,Low,No,77,2.47,Yes,Yes,MGR0026,2020-01-16
TM00191,EMP00577,2026,Mid-Year,IT,L3,Meets,Medium,Inconsistent Player,Not Identified,High,No,87,1.36,No,Yes,MGR0012,2021-12-22
TM00192,EMP00737,2024,Mid-Year,Marketing,L6,Does Not Meet,High,Solid Contributor,Ready Now,Low,No,71,2.25,No,Yes,MGR0012,2020-07-29
TM00193,EMP00309,2022,Q3,Legal,L1,Meets,Medium,High Potential,Ready in 3+ Years,Low,No,61,4.59,Yes,Yes,MGR0007,2022-12-23
TM00194,EMP00459,2026,Annual,Engineering,L1,Partially Meets,Low,Star,Not Identified,High,No,79,3.6,No,Yes,MGR0001,2023-04-10
TM00195,EMP00560,2020,Mid-Year,Operations,L1,Does Not Meet,Low,Star,Ready in 3+ Years,Low,No,63,1.88,No,No,MGR0019,2021-10-19
TM00196,EMP00730,2020,Annual,HR,L7,Meets,High,Trusted Professional,Ready Now,Low,Yes,92,2.12,Yes,Yes,MGR0021,2020-11-02
TM00197,EMP00951,2024,Annual,Design,L3,Meets,Medium,High Potential,Not Identified,Low,No,91,4.34,Yes,No,MGR0009,2022-07-04
TM00198,EMP00384,2023,Annual,Design,L2,Partially Meets,High,Question Mark,Ready in 1-2 Years,Low,Yes,86,1.34,Yes,No,MGR0037,2026-03-24
TM00199,EMP00312,2024,Q1,Finance,L3,Exceeds,Medium,Underperformer,Ready in 3+ Years,Low,No,93,1.56,Yes,No,MGR0002,2022-07-27
TM00200,EMP00801,2026,Mid-Year,Legal,L5,Partially Meets,High,Star,Ready in 3+ Years,Low,No,76,4.86,No,No,MGR0039,2020-02-10
TM00201,EMP01196,2024,Q3,Data Science,L7,Meets,Low,Rough Diamond,Not Identified,Low,No,64,1.79,No,Yes,MGR0021,2025-09-14
TM00202,EMP01049,2020,Q1,IT,L6,Partially Meets,Low,High Potential,Ready in 3+ Years,Medium,No,96,2.29,Yes,Yes,MGR0046,2026-03-27
TM00203,EMP00671,2021,Q1,HR,L1,Meets,High,Inconsistent Player,Ready in 3+ Years,Medium,Yes,69,3.89,No,No,MGR0022,2021-04-08
TM00204,EMP00922,2022,Mid-Year,Sales,L5,Meets,Low,Rough Diamond,Ready in 1-2 Years,High,No,99,3.75,Yes,Yes,MGR0020,2020-11-07
TM00205,EMP00926,2021,Q3,Data Science,L3,Meets,High,Underperformer,Not Identified,Low,Yes,57,3.28,No,No,MGR0045,2024-01-28
TM00206,EMP00248,2023,Annual,Customer Success,L1,Exceeds,Medium,Question Mark,Ready in 3+ Years,Medium,No,69,3.56,No,Yes,MGR0042,2021-02-25
TM00207,EMP00086,2024,Q1,Operations,L1,Exceeds,High,Trusted Professional,Ready Now,Medium,Yes,75,3.75,No,No,MGR0031,2023-09-13
TM00208,EMP00125,2022,Q3,Customer Success,L4,Exceeds,High,Solid Contributor,Ready Now,Medium,Yes,55,4.64,No,Yes,MGR0045,2021-01-18
TM00209,EMP00158,2020,Annual,HR,L4,Partially Meets,Medium,Star,Not Identified,Medium,No,85,3.81,No,Yes,MGR0049,2025-02-10
TM00210,EMP01197,2022,Q1,Legal,L6,Exceeds,Medium,Underperformer,Ready in 3+ Years,High,No,61,4.01,No,Yes,MGR0031,2023-12-10
TM00211,EMP00121,2024,Annual,Sales,L4,Exceeds,Medium,Inconsistent Player,Not Identified,Low,No,99,1.89,Yes,No,MGR0011,2023-07-08
TM00212,EMP00031,2020,Mid-Year,Engineering,L1,Meets,Low,Underperformer,Ready in 1-2 Years,High,No,62,2.25,No,Yes,MGR0005,2022-06-24
TM00213,EMP00593,2024,Q3,HR,L6,Does Not Meet,Medium,Solid Contributor,Not Identified,Low,No,67,1.26,Yes,Yes,MGR0039,2020-12-24
TM00214,EMP00990,2026,Annual,Legal,L2,Meets,Low,Core Player,Not Identified,Low,No,98,2.65,Yes,Yes,MGR0010,2020-09-30
TM00215,EMP00015,2026,Mid-Year,Data Science,L5,Exceeds,High,Core Player,Ready in 3+ Years,Low,No,72,3.43,Yes,Yes,MGR0050,2020-02-29
TM00216,EMP01143,2020,Annual,Marketing,L1,Exceeds,Medium,Solid Contributor,Ready Now,High,No,93,2.04,No,Yes,MGR0045,2026-07-24
TM00217,EMP00813,2020,Mid-Year,Operations,L4,Partially Meets,High,High Potential,Ready in 1-2 Years,High,No,56,1.66,Yes,Yes,MGR0039,2022-03-19
TM00218,EMP00677,2022,Annual,IT,L2,Meets,High,Rough Diamond,Not Identified,High,No,85,1.22,Yes,No,MGR0027,2023-08-17
TM00219,EMP00813,2025,Mid-Year,Engineering,L6,Exceeds,Low,Star,Ready in 1-2 Years,Low,No,91,2.33,No,No,MGR0006,2024-03-04
TM00220,EMP00545,2021,Mid-Year,HR,L2,Meets,Medium,Inconsistent Player,Ready Now,Low,No,55,2.23,No,Yes,MGR0047,2022-08-17
TM00221,EMP00711,2020,Mid-Year,IT,L3,Meets,High,Question Mark,Ready Now,Low,Yes,91,3.92,Yes,Yes,MGR0034,2020-02-16
TM00222,EMP00302,2022,Q3,Data Science,L1,Does Not Meet,Medium,High Potential,Ready in 1-2 Years,Medium,No,97,3.13,Yes,No,MGR0006,2022-11-12
TM00223,EMP00959,2023,Mid-Year,Product,L4,Does Not Meet,High,Underperformer,Ready in 3+ Years,Low,Yes,82,2.13,Yes,Yes,MGR0001,2022-02-28
TM00224,EMP00545,2022,Q3,IT,L3,Meets,High,Solid Contributor,Ready in 3+ Years,Medium,Yes,88,4.4,No,No,MGR0033,2022-06-05
TM00225,EMP00298,2023,Annual,Sales,L6,Meets,High,Rough Diamond,Ready in 3+ Years,High,Yes,76,1.68,No,No,MGR0010,2020-10-31
TM00226,EMP00759,2021,Annual,HR,L1,Partially Meets,Low,Underperformer,Not Identified,High,No,85,2.99,Yes,Yes,MGR0043,2020-04-16
TM00227,EMP01037,2020,Annual,Sales,L2,Partially Meets,High,Question Mark,Ready in 3+ Years,Low,No,95,4.14,Yes,Yes,MGR0018,2023-03-28
TM00228,EMP00690,2022,Mid-Year,Product,L1,Does Not Meet,Low,Trusted Professional,Ready Now,Low,No,79,4.14,Yes,Yes,MGR0037,2021-12-23
TM00229,EMP00321,2022,Q1,Product,L6,Exceeds,Medium,High Potential,Ready Now,Low,No,88,4.74,No,Yes,MGR0023,2024-10-10
TM00230,EMP00094,2022,Q1,HR,L7,Exceeds,Low,Solid Contributor,Ready in 3+ Years,High,No,65,4.76,No,Yes,MGR0031,2022-07-14
TM00231,EMP00086,2024,Q3,Finance,L1,Partially Meets,High,Inconsistent Player,Not Identified,Medium,No,57,4.11,Yes,Yes,MGR0043,2020-01-07
TM00232,EMP00184,2024,Q3,Design,L5,Meets,Low,Trusted Professional,Ready in 3+ Years,High,No,94,2.53,Yes,No,MGR0025,2022-05-11
TM00233,EMP00474,2024,Annual,Data Science,L5,Does Not Meet,High,Star,Ready Now,High,No,64,3.51,Yes,No,MGR0008,2024-05-12
TM00234,EMP00132,2024,Q3,Design,L2,Meets,Low,Rough Diamond,Ready Now,Low,Yes,79,4.02,No,No,MGR0019,2023-01-19
TM00235,EMP00038,2023,Q1,Design,L4,Does Not Meet,Low,Rough Diamond,Ready Now,Low,No,81,4.74,Yes,Yes,MGR0006,2024-02-08
TM00236,EMP01147,2026,Q1,IT,L4,Does Not Meet,Medium,Core Player,Ready Now,Medium,No,54,1.47,No,Yes,MGR0048,2022-02-17
TM00237,EMP01190,2026,Q1,Legal,L4,Does Not Meet,Medium,Core Player,Ready in 3+ Years,Low,No,92,3.26,Yes,No,MGR0039,2023-08-25
TM00238,EMP01075,2020,Mid-Year,Data Science,L2,Meets,High,Underperformer,Ready in 3+ Years,High,Yes,72,3.98,No,Yes,MGR0002,2022-12-28
TM00239,EMP00275,2020,Q1,Design,L6,Meets,High,Rough Diamond,Not Identified,Low,Yes,85,4.56,No,Yes,MGR0013,2023-06-20
TM00240,EMP00535,2020,Mid-Year,IT,L5,Exceeds,Medium,Trusted Professional,Not Identified,Medium,No,61,2.52,Yes,Yes,MGR0002,2024-06-16
TM00241,EMP01106,2022,Q1,Product,L2,Does Not Meet,High,Underperformer,Ready in 3+ Years,High,No,92,1.69,Yes,No,MGR0045,2022-07-11
TM00242,EMP00438,2025,Annual,Customer Success,L1,Partially Meets,High,Rough Diamond,Ready Now,Low,No,55,1.5,Yes,Yes,MGR0020,2021-08-03
TM00243,EMP00156,2022,Q3,Customer Success,L6,Meets,Low,Star,Not Identified,Medium,No,93,4.55,No,No,MGR0041,2022-11-23
TM00244,EMP00247,2025,Mid-Year,Legal,L4,Meets,Low,Inconsistent Player,Not Identified,Low,No,53,3.03,No,No,MGR0027,2020-08-15
TM00245,EMP00064,2026,Mid-Year,Design,L2,Does Not Meet,Medium,Solid Contributor,Ready Now,Medium,No,87,4.58,Yes,No,MGR0048,2020-06-07
TM00246,EMP00435,2022,Annual,Product,L4,Exceeds,Medium,Trusted Professional,Not Identified,Low,No,88,3.44,No,Yes,MGR0039,2024-03-15
TM00247,EMP00384,2020,Q1,Legal,L6,Meets,Medium,Solid Contributor,Not Identified,Low,No,56,2.39,No,No,MGR0013,2024-01-07
TM00248,EMP00620,2025,Q1,Design,L1,Does Not Meet,High,Core Player,Ready in 1-2 Years,High,No,87,1.27,Yes,No,MGR0010,2022-06-11
TM00249,EMP00909,2022,Annual,Sales,L3,Meets,Low,Solid Contributor,Ready in 1-2 Years,High,No,74,2.26,Yes,No,MGR0006,2020-08-09
TM00250,EMP00859,2025,Annual,Product,L3,Exceeds,Low,Star,Not Identified,Low,Yes,82,1.94,Yes,Yes,MGR0028,2021-07-20
TM00251,EMP00942,2021,Mid-Year,Customer Success,L2,Does Not Meet,Medium,Trusted Professional,Ready Now,Low,No,62,4.76,No,Yes,MGR0036,2026-04-24
TM00252,EMP00218,2022,Annual,HR,L4,Does Not Meet,Low,High Potential,Not Identified,High,Yes,51,1.72,No,No,MGR0002,2026-01-12
TM00253,EMP00453,2020,Mid-Year,Finance,L3,Meets,High,Rough Diamond,Ready in 1-2 Years,Medium,No,82,3.44,No,Yes,MGR0003,2023-01-06
TM00254,EMP00950,2022,Q1,Design,L5,Does Not Meet,High,Core Player,Ready Now,High,Yes,76,2.75,Yes,Yes,MGR0046,2024-02-25
TM00255,EMP00319,2024,Annual,Finance,L4,Exceeds,Medium,Inconsistent Player,Ready in 3+ Years,High,Yes,100,4.92,No,No,MGR0002,2021-04-26
TM00256,EMP00404,2022,Q3,IT,L1,Exceeds,Medium,Star,Ready in 3+ Years,Low,No,51,3.48,Yes,No,MGR0029,2022-04-06
TM00257,EMP01132,2023,Q3,Customer Success,L2,Exceeds,High,Solid Contributor,Not Identified,Low,No,75,1.21,No,Yes,MGR0046,2020-12-05
TM00258,EMP00630,2022,Mid-Year,Product,L5,Meets,Low,Rough Diamond,Not Identified,Medium,No,94,1.23,No,Yes,MGR0036,2025-05-19
TM00259,EMP00629,2020,Q3,IT,L6,Meets,Low,Trusted Professional,Ready in 1-2 Years,High,No,64,2.37,Yes,Yes,MGR0029,2020-03-18
TM00260,EMP00806,2020,Annual,Marketing,L7,Does Not Meet,Medium,Underperformer,Ready Now,Medium,No,93,2.76,Yes,Yes,MGR0027,2024-04-22
TM00261,EMP01011,2021,Annual,Product,L2,Partially Meets,Medium,High Potential,Ready in 1-2 Years,High,Yes,93,1.48,Yes,No,MGR0023,2025-10-15
TM00262,EMP00952,2022,Annual,HR,L1,Exceeds,High,Star,Not Identified,Medium,Yes,84,1.31,Yes,No,MGR0033,2026-06-22
TM00263,EMP00170,2020,Q1,Engineering,L2,Partially Meets,High,Underperformer,Not Identified,Low,No,77,1.33,No,No,MGR0050,2021-04-13
TM00264,EMP00793,2020,Mid-Year,Product,L2,Meets,Low,Underperformer,Ready in 1-2 Years,Low,No,69,3.1,Yes,Yes,MGR0034,2022-09-19
TM00265,EMP01044,2022,Q3,Legal,L2,Meets,Medium,High Potential,Ready in 1-2 Years,High,No,95,1.42,Yes,No,MGR0001,2020-01-30
TM00266,EMP00636,2024,Q1,Operations,L7,Meets,Medium,Rough Diamond,Not Identified,High,Yes,75,3.78,Yes,No,MGR0031,2021-08-07
TM00267,EMP01187,2024,Mid-Year,Engineering,L7,Meets,Medium,Core Player,Ready in 1-2 Years,Low,No,84,1.71,Yes,Yes,MGR0029,2021-08-05
TM00268,EMP00819,2022,Mid-Year,Sales,L6,Partially Meets,Low,Underperformer,Ready Now,High,No,83,2.06,Yes,No,MGR0003,2020-12-08
TM00269,EMP00112,2026,Annual,Marketing,L2,Exceeds,High,Underperformer,Ready in 3+ Years,Low,No,65,3.09,No,No,MGR0033,2021-11-05
TM00270,EMP00466,2026,Q3,IT,L5,Exceeds,Low,High Potential,Ready in 1-2 Years,Low,Yes,86,1.42,No,No,MGR0046,2026-05-27
TM00271,EMP00188,2021,Q3,Design,L3,Meets,High,Question Mark,Ready Now,Low,No,51,3.27,No,Yes,MGR0008,2026-04-20
TM00272,EMP00545,2023,Annual,Operations,L5,Does Not Meet,Low,High Potential,Not Identified,High,Yes,51,3.69,No,No,MGR0048,2020-09-06
TM00273,EMP00224,2025,Q1,IT,L7,Meets,High,Question Mark,Ready Now,Low,Yes,55,1.92,No,Yes,MGR0039,2024-08-16
TM00274,EMP00760,2023,Q1,Finance,L6,Meets,High,Inconsistent Player,Ready in 3+ Years,Low,No,58,3.33,No,No,MGR0001,2023-06-06
TM00275,EMP00748,2021,Q1,Sales,L1,Exceeds,Low,Solid Contributor,Ready Now,Low,No,50,4.15,Yes,Yes,MGR0040,2023-12-06
TM00276,EMP00593,2023,Q3,Marketing,L5,Partially Meets,High,Underperformer,Ready in 3+ Years,Medium,No,67,4.18,No,No,MGR0012,2022-03-10
TM00277,EMP00425,2022,Q1,Operations,L6,Exceeds,High,High Potential,Ready in 1-2 Years,High,No,60,3.38,No,No,MGR0050,2024-11-02
TM00278,EMP00324,2024,Q3,Legal,L1,Does Not Meet,Low,High Potential,Ready in 3+ Years,High,No,52,2.68,Yes,No,MGR0015,2026-01-15
TM00279,EMP00236,2020,Mid-Year,HR,L6,Exceeds,High,Inconsistent Player,Ready Now,High,Yes,65,1.55,Yes,Yes,MGR0039,2023-03-03
TM00280,EMP01132,2023,Q1,IT,L4,Partially Meets,Medium,Trusted Professional,Not Identified,Low,No,67,3.94,Yes,No,MGR0044,2026-01-14
TM00281,EMP01172,2026,Annual,Marketing,L2,Exceeds,Low,Star,Ready in 3+ Years,Medium,No,52,4.64,No,Yes,MGR0018,2022-09-08
TM00282,EMP00846,2026,Q1,Design,L6,Meets,Medium,Rough Diamond,Ready in 3+ Years,Low,No,91,1.26,Yes,Yes,MGR0027,2022-08-31
TM00283,EMP00030,2024,Annual,Operations,L2,Exceeds,High,High Potential,Not Identified,High,No,56,3.53,No,Yes,MGR0003,2024-12-19
TM00284,EMP00041,2025,Q1,Finance,L4,Meets,Medium,Inconsistent Player,Ready in 1-2 Years,Medium,No,52,4.99,No,No,MGR0048,2022-11-19
TM00285,EMP01171,2020,Q1,Data Science,L4,Meets,Medium,Trusted Professional,Ready Now,Low,No,57,2.72,Yes,Yes,MGR0029,2025-06-10
TM00286,EMP00079,2026,Annual,Legal,L6,Does Not Meet,High,Core Player,Ready in 3+ Years,Medium,Yes,93,4.64,No,Yes,MGR0046,2024-01-03
TM00287,EMP00991,2025,Q1,Customer Success,L6,Exceeds,Medium,Trusted Professional,Ready Now,Medium,No,52,4.52,Yes,No,MGR0023,2024-09-02
TM00288,EMP00216,2026,Mid-Year,Design,L1,Exceeds,High,Core Player,Not Identified,High,No,68,3.35,No,Yes,MGR0035,2025-09-23
TM00289,EMP00424,2022,Annual,Engineering,L2,Does Not Meet,High,Rough Diamond,Ready Now,Low,Yes,95,3.17,No,Yes,MGR0027,2020-09-24
TM00290,EMP00117,2023,Q3,Engineering,L4,Partially Meets,Low,Rough Diamond,Not Identified,High,No,70,3.83,Yes,Yes,MGR0031,2020-11-10
TM00291,EMP00963,2023,Mid-Year,Marketing,L4,Does Not Meet,Low,Underperformer,Not Identified,High,Yes,100,2.38,Yes,No,MGR0005,2021-03-06
TM00292,EMP01130,2026,Q3,HR,L1,Does Not Meet,Medium,Underperformer,Ready in 1-2 Years,Low,No,79,2.52,No,No,MGR0040,2024-08-03
TM00293,EMP00659,2025,Q1,Sales,L1,Partially Meets,Low,Rough Diamond,Ready Now,High,No,63,2.15,No,Yes,MGR0050,2020-01-12
TM00294,EMP00285,2023,Q3,Data Science,L5,Partially Meets,Low,Solid Contributor,Not Identified,Low,Yes,53,4.95,Yes,Yes,MGR0026,2023-05-30
TM00295,EMP00536,2020,Mid-Year,Product,L5,Partially Meets,Medium,Star,Ready in 3+ Years,Low,Yes,63,3.21,No,Yes,MGR0001,2020-02-18
TM00296,EMP00144,2020,Annual,Operations,L3,Partially Meets,Low,Solid Contributor,Ready Now,High,No,50,4.72,No,No,MGR0040,2022-09-03
TM00297,EMP01033,2021,Q1,Operations,L4,Exceeds,Low,Question Mark,Ready in 1-2 Years,Medium,Yes,57,4.76,Yes,Yes,MGR0009,2020-03-23
TM00298,EMP01168,2026,Mid-Year,Data Science,L3,Meets,High,Inconsistent Player,Ready in 3+ Years,Low,Yes,64,4.42,No,No,MGR0032,2022-03-16
TM00299,EMP00957,2024,Annual,Marketing,L7,Exceeds,Low,Rough Diamond,Ready in 3+ Years,Low,No,73,4.66,No,No,MGR0037,2021-10-18
TM00300,EMP00099,2025,Q3,Legal,L1,Partially Meets,Low,Rough Diamond,Not Identified,Low,No,55,1.59,Yes,No,MGR0047,2024-04-05
TM00301,EMP01151,2021,Q1,Customer Success,L3,Meets,Low,Solid Contributor,Ready in 3+ Years,High,No,81,3.38,Yes,Yes,MGR0021,2024-07-16
TM00302,EMP00476,2021,Q3,Data Science,L5,Partially Meets,Low,Inconsistent Player,Not Identified,High,No,64,4.88,Yes,Yes,MGR0029,2025-09-17
TM00303,EMP00318,2026,Annual,Design,L1,Does Not Meet,Medium,High Potential,Not Identified,Medium,No,61,3.13,No,Yes,MGR0017,2025-10-30
TM00304,EMP00239,2020,Q3,Design,L1,Exceeds,Medium,Underperformer,Ready Now,Low,Yes,63,3.06,Yes,Yes,MGR0027,2023-07-27
TM00305,EMP00404,2023,Q1,Customer Success,L5,Meets,Medium,Rough Diamond,Ready Now,Low,No,52,3.89,No,Yes,MGR0021,2021-09-21
TM00306,EMP00779,2026,Q3,Data Science,L5,Exceeds,Low,Inconsistent Player,Ready in 3+ Years,High,No,82,2.6,No,Yes,MGR0040,2021-08-18
TM00307,EMP01055,2026,Q3,Sales,L5,Does Not Meet,High,Core Player,Not Identified,High,No,75,2.68,No,No,MGR0023,2023-05-08
TM00308,EMP00017,2025,Q3,Sales,L5,Partially Meets,High,Star,Ready Now,Medium,No,70,1.27,Yes,Yes,MGR0005,2025-10-26
TM00309,EMP00415,2022,Q3,Legal,L5,Exceeds,High,Rough Diamond,Ready in 3+ Years,Low,No,93,4.24,No,No,MGR0035,2024-09-21
TM00310,EMP00363,2026,Annual,Design,L2,Meets,Low,Trusted Professional,Ready in 3+ Years,Medium,No,66,4.27,No,Yes,MGR0003,2023-01-11
TM00311,EMP01180,2022,Mid-Year,Legal,L7,Partially Meets,High,Rough Diamond,Ready in 1-2 Years,Medium,No,56,2.42,Yes,Yes,MGR0046,2021-01-22
TM00312,EMP00459,2020,Annual,Finance,L3,Meets,High,Star,Ready Now,Medium,No,89,1.18,No,No,MGR0019,2022-12-12
TM00313,EMP00894,2024,Annual,Product,L1,Meets,Medium,Underperformer,Ready Now,Low,No,87,3.78,No,Yes,MGR0033,2025-05-22
TM00314,EMP00969,2026,Annual,Marketing,L4,Exceeds,Low,High Potential,Not Identified,Medium,No,55,3.42,No,Yes,MGR0016,2023-05-18
TM00315,EMP00433,2020,Q3,Operations,L3,Does Not Meet,Medium,Rough Diamond,Ready Now,Medium,No,71,1.52,Yes,Yes,MGR0045,2022-08-16
TM00316,EMP00265,2026,Q3,IT,L4,Exceeds,Low,Solid Contributor,Not Identified,High,Yes,55,4.25,Yes,No,MGR0050,2021-09-22
TM00317,EMP00140,2023,Mid-Year,Data Science,L5,Meets,Low,Trusted Professional,Ready in 1-2 Years,Medium,Yes,55,3.25,No,Yes,MGR0024,2023-11-03
TM00318,EMP00070,2022,Mid-Year,Data Science,L3,Partially Meets,Medium,Star,Not Identified,High,No,75,2.23,Yes,Yes,MGR0039,2023-05-23
TM00319,EMP00102,2024,Q1,Engineering,L7,Does Not Meet,High,Underperformer,Not Identified,Medium,No,70,1.01,No,Yes,MGR0043,2020-02-14
TM00320,EMP00349,2021,Mid-Year,Marketing,L3,Exceeds,Medium,Inconsistent Player,Not Identified,Low,No,55,1.52,No,No,MGR0034,2024-08-18
TM00321,EMP00316,2020,Q1,Sales,L5,Meets,Medium,Question Mark,Not Identified,Medium,Yes,67,4.43,Yes,No,MGR0022,2022-12-23
TM00322,EMP01199,2023,Mid-Year,Product,L2,Exceeds,High,High Potential,Ready Now,High,Yes,82,4.98,Yes,Yes,MGR0035,2025-08-08
TM00323,EMP00938,2022,Mid-Year,Customer Success,L3,Partially Meets,High,Star,Ready in 1-2 Years,Medium,Yes,92,2.72,Yes,No,MGR0024,2020-05-27
TM00324,EMP00933,2021,Mid-Year,Product,L4,Exceeds,High,Solid Contributor,Ready in 1-2 Years,Low,No,92,3.92,No,No,MGR0041,2024-10-14
TM00325,EMP01002,2021,Mid-Year,Finance,L4,Exceeds,Medium,Solid Contributor,Ready Now,Low,Yes,58,3.77,Yes,Yes,MGR0022,2023-09-12
TM00326,EMP00758,2024,Mid-Year,Legal,L6,Does Not Meet,High,Underperformer,Ready Now,Low,Yes,90,1.59,No,No,MGR0042,2020-02-13
TM00327,EMP00769,2023,Q1,Legal,L5,Meets,Medium,Question Mark,Ready in 1-2 Years,Medium,No,60,3.2,No,Yes,MGR0005,2021-08-27
TM00328,EMP00017,2021,Q3,HR,L2,Meets,High,Question Mark,Ready in 3+ Years,Low,Yes,91,1.1,No,No,MGR0014,2022-03-15
TM00329,EMP00592,2022,Q3,Marketing,L7,Meets,Medium,High Potential,Ready Now,Low,No,80,1.7,Yes,Yes,MGR0017,2023-05-13
TM00330,EMP00918,2021,Annual,Finance,L7,Does Not Meet,Low,Question Mark,Ready in 3+ Years,Medium,No,74,4.64,Yes,Yes,MGR0022,2025-03-30
TM00331,EMP01170,2024,Q1,Customer Success,L3,Does Not Meet,High,Solid Contributor,Ready in 3+ Years,Low,No,73,3.38,No,No,MGR0050,2024-02-14
TM00332,EMP00513,2020,Mid-Year,Engineering,L1,Does Not Meet,Low,Solid Contributor,Ready Now,High,No,59,1.88,Yes,No,MGR0037,2026-06-25
TM00333,EMP00222,2024,Mid-Year,Data Science,L7,Meets,Low,Question Mark,Not Identified,Low,No,75,4.53,No,No,MGR0026,2022-05-22
TM00334,EMP00024,2021,Annual,Product,L4,Meets,Medium,Underperformer,Ready Now,Medium,Yes,87,2.63,Yes,No,MGR0047,2024-08-25
TM00335,EMP00600,2025,Q1,Product,L7,Does Not Meet,Low,Question Mark,Ready in 3+ Years,High,No,94,2.19,No,No,MGR0044,2022-07-13
TM00336,EMP01191,2025,Q1,HR,L4,Exceeds,Medium,Solid Contributor,Ready in 3+ Years,Low,No,55,2.32,No,No,MGR0018,2023-02-09
TM00337,EMP00699,2025,Annual,Marketing,L2,Meets,Low,Underperformer,Ready Now,Low,No,74,3.06,Yes,No,MGR0045,2021-05-15
TM00338,EMP00721,2020,Annual,Finance,L5,Exceeds,Low,Solid Contributor,Not Identified,High,No,79,2.11,Yes,Yes,MGR0020,2023-07-16
TM00339,EMP00873,2026,Annual,Customer Success,L6,Exceeds,Low,High Potential,Not Identified,Low,No,60,2.02,Yes,Yes,MGR0020,2025-08-28
TM00340,EMP01024,2022,Q3,Customer Success,L3,Partially Meets,Medium,High Potential,Ready in 1-2 Years,High,No,71,1.31,No,Yes,MGR0041,2021-06-21
TM00341,EMP00480,2025,Q3,Marketing,L5,Does Not Meet,Medium,High Potential,Ready Now,Low,No,52,1.38,Yes,No,MGR0009,2023-05-06
TM00342,EMP00472,2025,Q3,Operations,L5,Does Not Meet,Low,Solid Contributor,Ready in 1-2 Years,Low,No,90,3.08,No,No,MGR0030,2024-08-23
TM00343,EMP00062,2022,Annual,Data Science,L7,Meets,Medium,Underperformer,Not Identified,Low,No,97,3.48,Yes,Yes,MGR0035,2024-08-09
