learning_id,employee_id,department,job_level,course_name,course_category,provider,start_date,completion_date,status,score_pct,hours_spent,certification_earned,mandatory,mode,rating_by_learner,manager_id
LRN00159,EMP00823,HR,L7,SQL Mastery,Compliance,LinkedIn Learning,2022-11-27,2023-01-19,In Progress,76,12.5,No,No,In-Person,3.8,MGR0045
LRN00160,EMP00366,Finance,L3,Power BI Essentials,Domain,HarvardX,2025-03-23,2025-06-11,Completed,68,5.5,Yes,Yes,Blended,2.1,MGR0041
LRN00161,EMP00284,Operations,L6,Power BI Essentials,Domain,HarvardX,2023-07-21,2023-11-17,Dropped,83,26.2,No,No,Blended,3.0,MGR0012
LRN00162,EMP01165,Sales,L5,Machine Learning Basics,Domain,LinkedIn Learning,2022-02-09,2022-04-01,In Progress,69,31.4,No,No,Online Self-Paced,4.7,MGR0011
LRN00163,EMP01100,Engineering,L5,Negotiation Skills,Soft Skills,LinkedIn Learning,2026-05-16,2026-07-05,Completed,88,30.6,No,Yes,Blended,3.7,MGR0023
LRN00164,EMP00652,IT,L1,Leadership Foundations,Soft Skills,Internal LMS,2022-07-27,2022-11-17,In Progress,65,5.1,Yes,Yes,In-Person,4.6,MGR0016
LRN00165,EMP00971,Engineering,L5,SQL Mastery,Technical,Internal LMS,2024-10-18,2025-02-07,In Progress,79,30.7,No,No,Virtual Instructor-Led,4.1,MGR0013
LRN00166,EMP00177,Product,L2,Python for Data Science,Technical,Internal LMS,2024-08-14,2024-10-12,In Progress,64,1.5,No,Yes,In-Person,4.8,MGR0037
LRN00167,EMP00852,Finance,L4,Negotiation Skills,Compliance,LinkedIn Learning,2026-07-13,2026-07-31,In Progress,54,37.0,No,Yes,Blended,3.0,MGR0040
LRN00168,EMP01105,Design,L3,Excel Advanced,Leadership,Udemy,2023-08-19,2023-12-10,Dropped,62,3.9,No,Yes,Online Self-Paced,3.4,MGR0040
LRN00169,EMP00423,Data Science,L6,Agile & Scrum Certification,Domain,LinkedIn Learning,2022-03-02,2022-05-02,Completed,72,32.9,No,Yes,Blended,2.7,MGR0006
LRN00170,EMP00822,Finance,L4,Cloud Fundamentals,Leadership,Internal LMS,2023-03-01,2023-04-10,Not Started,70,7.2,No,Yes,Virtual Instructor-Led,4.5,MGR0044
LRN00171,EMP00633,Customer Success,L6,Communication Skills,Leadership,Custom,2023-03-20,2023-07-04,Dropped,98,24.7,No,No,Blended,2.4,MGR0029
LRN00172,EMP00646,Customer Success,L2,Machine Learning Basics,Leadership,Internal LMS,2024-07-23,2024-09-13,Completed,92,24.5,Yes,No,In-Person,1.0,MGR0028
LRN00173,EMP00181,Marketing,L2,Cloud Fundamentals,Technical,Internal LMS,2023-08-14,2023-10-18,Completed,59,12.7,No,Yes,Online Self-Paced,4.5,MGR0029
LRN00174,EMP00030,Sales,L4,Power BI Essentials,Leadership,Udemy,2023-11-16,2024-03-06,Completed,62,26.2,Yes,No,Online Self-Paced,4.5,MGR0044
LRN00175,EMP00257,Legal,L5,Machine Learning Basics,Soft Skills,Coursera,2023-12-11,2024-03-02,Not Started,60,18.8,No,Yes,Virtual Instructor-Led,4.6,MGR0026
LRN00176,EMP00642,Finance,L2,SQL Mastery,Soft Skills,Udemy,2023-06-20,2023-09-23,Dropped,89,38.3,No,No,Blended,2.9,MGR0012
LRN00177,EMP01053,Legal,L6,Power BI Essentials,Technical,Custom,2024-03-02,2024-04-12,In Progress,63,9.2,No,Yes,Online Self-Paced,4.3,MGR0001
LRN00178,EMP00855,Data Science,L7,Safety & Compliance,Technical,Pluralsight,2022-12-17,2023-03-29,Dropped,54,12.2,No,Yes,In-Person,1.5,MGR0048
LRN00179,EMP00727,Legal,L1,SQL Mastery,Technical,Custom,2024-07-30,2024-09-24,Not Started,87,38.0,No,No,Online Self-Paced,4.3,MGR0033
LRN00180,EMP00323,Customer Success,L4,DEI in the Workplace,Compliance,HarvardX,2023-01-12,2023-04-03,Completed,69,31.3,Yes,No,Blended,1.3,MGR0024
LRN00181,EMP00348,IT,L2,Excel Advanced,Compliance,Udemy,2025-06-13,2025-09-18,Completed,85,20.4,Yes,No,Online Self-Paced,1.8,MGR0046
LRN00182,EMP00456,Finance,L6,Financial Acumen,Soft Skills,HarvardX,2026-04-27,2026-06-05,Completed,61,2.4,No,Yes,Online Self-Paced,4.3,MGR0042
LRN00183,EMP00480,Customer Success,L6,Design Thinking,Compliance,HarvardX,2022-10-12,2023-01-23,Not Started,94,35.0,Yes,Yes,Virtual Instructor-Led,4.9,MGR0003
LRN00184,EMP00313,Marketing,L2,Python for Data Science,Leadership,Coursera,2024-08-09,2024-10-25,In Progress,64,9.4,No,Yes,Online Self-Paced,3.8,MGR0016
LRN00185,EMP01194,Product,L7,Financial Acumen,Soft Skills,Custom,2025-07-07,2025-09-06,Dropped,88,6.7,No,No,Blended,4.8,MGR0011
LRN00186,EMP00802,Engineering,L6,Project Management Professional,Compliance,Coursera,2023-05-19,2023-07-04,Dropped,98,34.0,No,No,Online Self-Paced,2.2,MGR0044
LRN00187,EMP01043,Legal,L3,Safety & Compliance,Compliance,Coursera,2023-06-17,2023-07-20,Dropped,59,32.9,No,Yes,In-Person,3.7,MGR0036
LRN00188,EMP00612,IT,L5,Machine Learning Basics,Technical,Pluralsight,2025-07-26,2025-10-28,Dropped,59,2.5,Yes,Yes,Virtual Instructor-Led,1.0,MGR0001
LRN00189,EMP00557,HR,L6,Power BI Essentials,Domain,LinkedIn Learning,2024-11-26,2025-02-01,Completed,87,28.4,Yes,Yes,Blended,3.4,MGR0016
LRN00190,EMP00044,Data Science,L3,Python for Data Science,Soft Skills,Custom,2023-02-04,2023-04-10,Not Started,53,34.8,No,Yes,Virtual Instructor-Led,2.8,MGR0038
LRN00191,EMP01169,Customer Success,L6,Python for Data Science,Leadership,HarvardX,2022-12-07,2023-03-13,Not Started,91,10.9,Yes,No,Online Self-Paced,3.7,MGR0038
LRN00192,EMP00837,Marketing,L3,Design Thinking,Technical,Pluralsight,2023-03-13,2023-06-18,Not Started,57,37.8,No,Yes,Virtual Instructor-Led,2.0,MGR0007
LRN00193,EMP01004,Engineering,L6,Communication Skills,Soft Skills,HarvardX,2023-02-06,2023-06-01,Not Started,54,2.0,No,No,Virtual Instructor-Led,1.7,MGR0047
LRN00194,EMP00549,Sales,L6,Communication Skills,Leadership,Internal LMS,2023-11-17,2024-02-23,In Progress,83,14.3,No,Yes,In-Person,3.0,MGR0005
LRN00195,EMP00243,Legal,L3,Negotiation Skills,Compliance,HarvardX,2026-06-25,2026-07-31,Dropped,82,11.4,No,Yes,Virtual Instructor-Led,1.7,MGR0040
LRN00196,EMP00206,Engineering,L2,Design Thinking,Domain,HarvardX,2022-05-01,2022-06-12,Not Started,83,31.0,No,Yes,Online Self-Paced,3.2,MGR0034
LRN00197,EMP00248,Engineering,L1,Agile & Scrum Certification,Soft Skills,LinkedIn Learning,2022-06-16,2022-08-01,In Progress,99,29.9,No,No,Blended,3.0,MGR0033
LRN00198,EMP00031,Sales,L7,Agile & Scrum Certification,Technical,Pluralsight,2025-04-27,2025-06-10,In Progress,94,10.1,No,Yes,Online Self-Paced,2.6,MGR0025
LRN00199,EMP00101,Marketing,L4,Leadership Foundations,Soft Skills,Pluralsight,2024-03-20,2024-07-02,In Progress,79,21.4,No,No,Blended,4.8,MGR0035
LRN00200,EMP00408,Customer Success,L2,Agile & Scrum Certification,Soft Skills,HarvardX,2022-06-07,2022-09-01,Completed,72,39.0,Yes,No,Blended,1.9,MGR0001
LRN00201,EMP01137,Engineering,L2,Project Management Professional,Leadership,LinkedIn Learning,2025-07-08,2025-09-03,Completed,95,3.6,No,Yes,In-Person,3.5,MGR0006
LRN00202,EMP00617,Design,L2,Python for Data Science,Compliance,Custom,2026-02-23,2026-05-01,Not Started,74,22.9,No,Yes,In-Person,3.3,MGR0015
LRN00203,EMP01188,Engineering,L7,Python for Data Science,Technical,Pluralsight,2023-09-08,2023-12-04,Dropped,83,28.9,No,Yes,In-Person,2.4,MGR0004
LRN00204,EMP00213,IT,L3,Leadership Foundations,Technical,Coursera,2023-06-14,2023-10-02,Completed,63,1.5,No,No,Online Self-Paced,2.9,MGR0025
LRN00205,EMP00218,Legal,L6,Financial Acumen,Soft Skills,Pluralsight,2025-12-10,2026-02-12,Dropped,69,31.9,No,Yes,Blended,1.5,MGR0020
LRN00206,EMP01072,Sales,L5,Leadership Foundations,Domain,Udemy,2026-04-23,2026-07-31,Dropped,88,6.0,No,No,In-Person,1.2,MGR0024
LRN00207,EMP00292,Finance,L4,Negotiation Skills,Soft Skills,Coursera,2024-06-19,2024-07-29,In Progress,99,23.0,No,No,Virtual Instructor-Led,1.1,MGR0038
LRN00208,EMP00836,Engineering,L6,Agile & Scrum Certification,Domain,HarvardX,2022-06-02,2022-08-08,Completed,80,29.6,No,Yes,Online Self-Paced,4.6,MGR0002
LRN00209,EMP00899,Engineering,L6,Negotiation Skills,Soft Skills,Udemy,2022-05-09,2022-08-14,Dropped,65,32.8,No,Yes,In-Person,4.1,MGR0037
LRN00210,EMP00709,Customer Success,L3,Financial Acumen,Technical,Custom,2023-03-18,2023-05-26,Dropped,52,31.3,No,No,Online Self-Paced,4.3,MGR0011
LRN00211,EMP00651,Legal,L3,SQL Mastery,Compliance,LinkedIn Learning,2024-05-03,2024-08-28,Dropped,70,16.1,No,No,Online Self-Paced,2.3,MGR0050
LRN00212,EMP00230,Sales,L7,Leadership Foundations,Leadership,LinkedIn Learning,2026-06-12,2026-07-31,Completed,56,21.1,Yes,No,Virtual Instructor-Led,4.1,MGR0037
LRN00213,EMP01005,Data Science,L5,Negotiation Skills,Leadership,Custom,2024-05-15,2024-08-05,In Progress,73,29.0,No,Yes,In-Person,2.8,MGR0006
LRN00214,EMP00058,Design,L6,Cloud Fundamentals,Leadership,Coursera,2023-12-17,2024-02-29,Not Started,84,2.4,No,Yes,Blended,3.7,MGR0043
LRN00215,EMP01058,Design,L2,Negotiation Skills,Technical,Custom,2025-11-16,2026-01-17,In Progress,67,38.2,No,No,In-Person,1.9,MGR0008
LRN00216,EMP00007,Sales,L6,Power BI Essentials,Leadership,Pluralsight,2025-11-16,2026-02-23,In Progress,50,22.8,No,Yes,Online Self-Paced,2.0,MGR0027
LRN00217,EMP01135,Finance,L7,Financial Acumen,Domain,HarvardX,2023-12-07,2024-01-08,Completed,69,2.2,No,No,In-Person,3.9,MGR0010
LRN00218,EMP00922,Customer Success,L4,Python for Data Science,Domain,LinkedIn Learning,2023-12-22,2024-04-08,Not Started,89,2.7,No,Yes,In-Person,2.6,MGR0026
LRN00219,EMP00140,IT,L7,DEI in the Workplace,Technical,Pluralsight,2025-05-23,2025-07-16,Dropped,67,21.5,No,No,Virtual Instructor-Led,2.6,MGR0027
LRN00220,EMP00846,Design,L2,SQL Mastery,Soft Skills,HarvardX,2022-06-12,2022-09-10,Completed,79,36.7,No,No,Virtual Instructor-Led,3.4,MGR0046
LRN00221,EMP01169,Design,L3,Cloud Fundamentals,Leadership,HarvardX,2025-10-26,2026-01-13,Completed,72,34.3,No,Yes,In-Person,1.4,MGR0009
LRN00222,EMP00672,Marketing,L7,Safety & Compliance,Soft Skills,LinkedIn Learning,2023-06-13,2023-08-28,Completed,100,21.6,No,No,In-Person,1.2,MGR0028
LRN00223,EMP00544,Finance,L7,Design Thinking,Domain,LinkedIn Learning,2022-11-30,2023-03-09,Dropped,78,20.9,No,Yes,Online Self-Paced,1.9,MGR0037
LRN00224,EMP01182,HR,L5,Safety & Compliance,Technical,Udemy,2022-08-20,2022-10-24,Completed,69,35.1,Yes,Yes,Virtual Instructor-Led,2.1,MGR0040
LRN00225,EMP01102,Finance,L2,Project Management Professional,Leadership,Pluralsight,2026-07-29,2026-07-31,Completed,69,1.2,No,Yes,In-Person,2.9,MGR0028
LRN00226,EMP00402,Operations,L7,Safety & Compliance,Leadership,Coursera,2025-11-08,2026-01-29,In Progress,80,36.7,No,Yes,Online Self-Paced,2.0,MGR0021
LRN00227,EMP00608,Finance,L4,Machine Learning Basics,Domain,Internal LMS,2026-05-10,2026-07-10,In Progress,54,39.1,Yes,No,In-Person,4.8,MGR0025
LRN00228,EMP00858,Sales,L4,Safety & Compliance,Leadership,LinkedIn Learning,2025-02-25,2025-05-26,Completed,86,25.0,No,No,Blended,2.7,MGR0030
LRN00229,EMP01177,Operations,L1,Leadership Foundations,Technical,Coursera,2022-02-09,2022-04-24,Dropped,96,38.8,No,No,Blended,1.5,MGR0004
LRN00230,EMP00069,Marketing,L5,Python for Data Science,Compliance,Udemy,2026-01-27,2026-05-12,Not Started,73,1.4,Yes,No,In-Person,2.1,MGR0023
LRN00231,EMP00783,Data Science,L2,Python for Data Science,Compliance,HarvardX,2024-05-23,2024-08-18,In Progress,81,15.2,No,Yes,Online Self-Paced,1.7,MGR0029
LRN00232,EMP01108,IT,L2,Design Thinking,Domain,Coursera,2023-10-16,2024-01-26,Completed,70,8.2,Yes,Yes,Virtual Instructor-Led,3.6,MGR0046
LRN00233,EMP00060,Data Science,L4,Excel Advanced,Technical,HarvardX,2024-03-14,2024-05-10,In Progress,96,11.5,No,Yes,Virtual Instructor-Led,3.6,MGR0031
LRN00234,EMP00862,Product,L4,DEI in the Workplace,Compliance,Udemy,2024-01-19,2024-04-07,Not Started,63,33.3,No,Yes,In-Person,3.0,MGR0010
LRN00235,EMP01151,IT,L5,Project Management Professional,Technical,Udemy,2024-05-07,2024-08-01,Not Started,80,34.8,No,No,In-Person,3.1,MGR0044
LRN00236,EMP00900,Customer Success,L3,SQL Mastery,Compliance,Internal LMS,2026-03-16,2026-04-26,In Progress,67,5.9,No,No,Blended,3.2,MGR0009
LRN00237,EMP01146,Operations,L1,SQL Mastery,Compliance,Coursera,2025-08-29,2025-10-21,Dropped,63,13.4,Yes,No,Blended,3.1,MGR0016
LRN00238,EMP00140,Finance,L3,Project Management Professional,Soft Skills,HarvardX,2023-06-16,2023-09-16,Dropped,69,18.1,No,Yes,Blended,3.6,MGR0005
LRN00239,EMP00396,Sales,L5,Project Management Professional,Soft Skills,Custom,2022-02-07,2022-03-31,Dropped,81,35.0,No,Yes,Blended,3.7,MGR0033
LRN00240,EMP01069,Data Science,L4,Safety & Compliance,Compliance,HarvardX,2026-06-16,2026-07-31,Completed,71,27.6,Yes,No,Blended,3.1,MGR0019
LRN00241,EMP00360,Marketing,L7,Leadership Foundations,Soft Skills,Coursera,2024-04-06,2024-06-08,Dropped,71,4.2,No,No,Online Self-Paced,2.4,MGR0006
LRN00242,EMP00131,Finance,L1,Machine Learning Basics,Leadership,HarvardX,2022-09-29,2023-01-03,In Progress,90,24.8,No,Yes,Blended,3.6,MGR0028
LRN00243,EMP00222,Data Science,L3,SQL Mastery,Soft Skills,Custom,2023-10-07,2023-11-12,Completed,81,1.1,No,Yes,Blended,2.9,MGR0007
LRN00244,EMP00686,Operations,L6,Design Thinking,Leadership,Coursera,2026-07-27,2026-07-31,Not Started,54,29.6,No,No,In-Person,2.3,MGR0045
LRN00245,EMP00740,Design,L4,Project Management Professional,Soft Skills,Custom,2025-09-09,2025-11-03,Not Started,57,15.5,No,Yes,Online Self-Paced,4.8,MGR0012
LRN00246,EMP00949,Design,L1,Leadership Foundations,Leadership,HarvardX,2022-11-22,2023-01-01,Completed,53,6.2,No,Yes,Online Self-Paced,3.9,MGR0035
LRN00247,EMP00907,Data Science,L3,Design Thinking,Compliance,Internal LMS,2023-06-05,2023-08-31,Dropped,65,12.0,No,Yes,Virtual Instructor-Led,1.9,MGR0039
LRN00248,EMP00386,Marketing,L6,Financial Acumen,Technical,Pluralsight,2022-05-20,2022-09-08,In Progress,76,15.9,No,Yes,In-Person,3.4,MGR0042
LRN00249,EMP01074,Finance,L4,DEI in the Workplace,Domain,Custom,2022-01-21,2022-04-24,In Progress,58,23.3,No,No,In-Person,4.0,MGR0028
LRN00250,EMP00972,Sales,L6,Power BI Essentials,Soft Skills,LinkedIn Learning,2022-10-18,2023-02-05,In Progress,66,36.6,No,No,In-Person,3.3,MGR0040
LRN00251,EMP00060,IT,L1,SQL Mastery,Soft Skills,Custom,2026-01-27,2026-03-01,Not Started,79,21.2,Yes,No,Virtual Instructor-Led,4.7,MGR0028
LRN00252,EMP00831,Design,L3,Project Management Professional,Domain,Pluralsight,2023-08-19,2023-12-02,Dropped,61,39.4,No,No,Blended,4.6,MGR0016
LRN00253,EMP00292,Design,L5,Machine Learning Basics,Compliance,Custom,2022-06-18,2022-08-04,Completed,87,37.9,No,No,Virtual Instructor-Led,3.7,MGR0003
LRN00254,EMP01057,Sales,L6,Leadership Foundations,Leadership,Coursera,2025-04-21,2025-05-25,In Progress,98,3.4,Yes,Yes,In-Person,1.3,MGR0025
LRN00255,EMP00572,Engineering,L3,Agile & Scrum Certification,Technical,HarvardX,2024-11-09,2025-01-27,Not Started,60,39.9,No,Yes,Online Self-Paced,4.1,MGR0029
LRN00256,EMP00976,Operations,L1,DEI in the Workplace,Technical,Custom,2024-10-17,2024-11-21,In Progress,61,6.8,No,Yes,Blended,2.0,MGR0049
LRN00257,EMP01044,Design,L3,Power BI Essentials,Leadership,Udemy,2024-08-08,2024-11-05,Not Started,84,12.7,No,Yes,Online Self-Paced,4.1,MGR0014
LRN00258,EMP00448,HR,L5,Cloud Fundamentals,Compliance,Custom,2022-10-15,2022-12-16,In Progress,78,28.8,No,Yes,Online Self-Paced,4.0,MGR0036
LRN00259,EMP01102,Marketing,L1,DEI in the Workplace,Soft Skills,HarvardX,2023-12-04,2024-02-07,Not Started,88,38.4,No,Yes,Virtual Instructor-Led,2.1,MGR0006
LRN00260,EMP00164,Marketing,L3,Communication Skills,Domain,Pluralsight,2022-10-06,2023-01-22,In Progress,97,24.9,No,Yes,Blended,3.2,MGR0018
LRN00261,EMP00262,Operations,L4,Python for Data Science,Soft Skills,Udemy,2022-08-16,2022-09-22,Dropped,81,33.3,No,No,In-Person,4.6,MGR0022
LRN00262,EMP00961,Operations,L6,DEI in the Workplace,Soft Skills,LinkedIn Learning,2023-09-08,2023-10-21,In Progress,57,15.3,No,No,Virtual Instructor-Led,1.5,MGR0003
LRN00263,EMP00612,Marketing,L4,Negotiation Skills,Compliance,Internal LMS,2022-09-25,2023-01-09,Dropped,64,23.1,No,No,In-Person,2.5,MGR0014
LRN00264,EMP00204,Engineering,L7,DEI in the Workplace,Technical,Coursera,2025-12-22,2026-03-06,Not Started,82,28.6,No,No,Virtual Instructor-Led,3.7,MGR0045
LRN00265,EMP00970,Operations,L1,Design Thinking,Leadership,Udemy,2026-07-03,2026-07-31,Completed,88,6.6,No,Yes,Online Self-Paced,4.0,MGR0012
LRN00266,EMP01126,Product,L7,Excel Advanced,Domain,Custom,2023-04-27,2023-08-05,Completed,81,10.4,No,No,Blended,1.2,MGR0042
LRN00267,EMP00641,IT,L6,DEI in the Workplace,Technical,HarvardX,2025-07-03,2025-10-28,Completed,86,33.0,No,Yes,Virtual Instructor-Led,2.4,MGR0010
LRN00268,EMP01191,Operations,L7,Python for Data Science,Leadership,LinkedIn Learning,2023-01-22,2023-03-02,Completed,82,19.1,Yes,Yes,Online Self-Paced,3.2,MGR0009
LRN00269,EMP00262,Engineering,L3,Power BI Essentials,Leadership,HarvardX,2023-01-02,2023-02-22,Completed,84,23.7,No,No,Online Self-Paced,3.1,MGR0034
LRN00270,EMP00597,Legal,L4,Leadership Foundations,Soft Skills,LinkedIn Learning,2022-03-04,2022-04-04,Completed,68,19.1,No,No,Blended,4.3,MGR0037
LRN00271,EMP00205,Sales,L4,Power BI Essentials,Domain,LinkedIn Learning,2025-06-11,2025-08-30,Dropped,70,2.8,No,No,Blended,3.9,MGR0050
LRN00272,EMP00375,Product,L2,Leadership Foundations,Soft Skills,LinkedIn Learning,2022-03-21,2022-05-20,Not Started,53,6.6,No,No,Online Self-Paced,2.6,MGR0013
LRN00273,EMP00949,Engineering,L6,Financial Acumen,Compliance,Coursera,2022-09-17,2022-11-21,Completed,92,38.8,No,No,In-Person,2.7,MGR0020
LRN00274,EMP01100,Legal,L4,Safety & Compliance,Soft Skills,Custom,2024-02-21,2024-06-11,Not Started,76,24.8,Yes,No,Virtual Instructor-Led,3.9,MGR0020
LRN00275,EMP00036,Engineering,L7,Python for Data Science,Technical,Coursera,2022-01-18,2022-04-14,Not Started,62,18.2,No,No,Online Self-Paced,1.1,MGR0031
LRN00276,EMP01040,Marketing,L2,Excel Advanced,Leadership,Internal LMS,2023-05-08,2023-08-30,In Progress,64,19.5,No,Yes,Virtual Instructor-Led,3.9,MGR0018
LRN00277,EMP00091,Sales,L3,Agile & Scrum Certification,Technical,Udemy,2023-11-06,2024-02-07,Dropped,73,18.7,No,No,Online Self-Paced,1.2,MGR0042
LRN00278,EMP00074,Engineering,L3,DEI in the Workplace,Technical,Custom,2022-04-14,2022-05-29,Dropped,60,25.9,No,No,Virtual Instructor-Led,3.5,MGR0041
LRN00279,EMP00618,Customer Success,L6,DEI in the Workplace,Technical,Internal LMS,2023-02-27,2023-04-05,In Progress,75,38.8,No,Yes,Online Self-Paced,4.8,MGR0045
LRN00280,EMP00719,Data Science,L5,Python for Data Science,Technical,Pluralsight,2023-12-13,2024-03-13,Not Started,81,31.0,No,No,Online Self-Paced,4.8,MGR0014
LRN00281,EMP01043,HR,L6,Financial Acumen,Domain,Coursera,2022-08-13,2022-10-06,Dropped,53,26.8,No,No,In-Person,2.6,MGR0041
LRN00282,EMP00034,Sales,L6,Power BI Essentials,Domain,LinkedIn Learning,2023-10-17,2023-12-17,Not Started,95,39.5,No,Yes,In-Person,1.7,MGR0015
LRN00283,EMP00826,Design,L3,Communication Skills,Soft Skills,LinkedIn Learning,2022-11-26,2023-01-03,Dropped,78,10.4,No,Yes,Online Self-Paced,1.2,MGR0024
LRN00284,EMP00823,Engineering,L3,Agile & Scrum Certification,Domain,Udemy,2023-01-30,2023-03-11,In Progress,80,23.3,Yes,Yes,Virtual Instructor-Led,4.5,MGR0011
LRN00285,EMP00985,Product,L3,SQL Mastery,Domain,Pluralsight,2025-08-18,2025-12-16,Completed,77,28.0,No,Yes,Blended,3.5,MGR0025
LRN00286,EMP00737,Legal,L4,Design Thinking,Technical,LinkedIn Learning,2022-01-22,2022-05-03,In Progress,85,23.3,Yes,Yes,Blended,2.3,MGR0028
LRN00287,EMP00450,Operations,L5,Negotiation Skills,Leadership,LinkedIn Learning,2023-09-16,2023-12-29,Dropped,70,9.3,No,No,Virtual Instructor-Led,1.5,MGR0017
LRN00288,EMP00276,Customer Success,L6,DEI in the Workplace,Soft Skills,Pluralsight,2025-03-30,2025-05-11,Dropped,57,26.5,No,No,Blended,1.9,MGR0021
LRN00289,EMP00563,IT,L4,Cloud Fundamentals,Compliance,HarvardX,2025-09-12,2026-01-07,In Progress,61,1.6,No,No,In-Person,3.1,MGR0016
LRN00290,EMP00023,HR,L7,Design Thinking,Compliance,Pluralsight,2022-04-22,2022-05-29,Dropped,73,16.5,No,No,In-Person,3.5,MGR0047
LRN00291,EMP01039,Customer Success,L3,Design Thinking,Leadership,Internal LMS,2022-03-22,2022-07-01,In Progress,55,35.8,No,No,Virtual Instructor-Led,4.7,MGR0029
LRN00292,EMP00430,Finance,L1,Safety & Compliance,Domain,Custom,2024-11-02,2025-02-27,In Progress,58,37.6,Yes,Yes,Blended,3.6,MGR0006
LRN00293,EMP00926,Data Science,L1,Leadership Foundations,Technical,Coursera,2024-10-02,2024-12-07,Completed,61,2.6,No,Yes,Blended,1.3,MGR0020
LRN00294,EMP00932,Finance,L1,Safety & Compliance,Domain,LinkedIn Learning,2023-10-17,2024-01-19,Not Started,90,21.4,Yes,Yes,Online Self-Paced,4.0,MGR0006
LRN00295,EMP00490,Engineering,L7,Design Thinking,Leadership,HarvardX,2023-04-12,2023-05-27,Not Started,85,23.8,No,Yes,Online Self-Paced,1.4,MGR0016
LRN00296,EMP01169,Marketing,L1,Communication Skills,Domain,Custom,2026-06-01,2026-07-10,In Progress,79,30.8,No,No,In-Person,2.0,MGR0029
LRN00297,EMP00862,Finance,L3,SQL Mastery,Technical,Pluralsight,2025-12-26,2026-03-05,Dropped,85,23.1,Yes,No,Virtual Instructor-Led,1.8,MGR0026
LRN00298,EMP00908,Finance,L4,Cloud Fundamentals,Technical,HarvardX,2023-11-04,2024-02-17,Completed,68,20.9,Yes,Yes,Online Self-Paced,4.5,MGR0015
LRN00299,EMP01070,Marketing,L7,Financial Acumen,Soft Skills,Internal LMS,2023-04-02,2023-06-25,Completed,86,19.1,No,Yes,Virtual Instructor-Led,2.5,MGR0027
LRN00300,EMP01189,Sales,L4,Financial Acumen,Domain,Custom,2025-10-31,2026-02-10,In Progress,96,28.8,No,No,Online Self-Paced,3.7,MGR0033
LRN00301,EMP00870,Design,L7,SQL Mastery,Compliance,Udemy,2026-07-21,2026-07-31,Dropped,73,33.7,No,No,In-Person,3.4,MGR0030
LRN00302,EMP00889,Product,L2,Financial Acumen,Domain,LinkedIn Learning,2024-10-01,2024-11-05,Dropped,70,1.8,No,Yes,Virtual Instructor-Led,3.6,MGR0016
LRN00303,EMP00973,HR,L7,Cloud Fundamentals,Leadership,Pluralsight,2026-05-18,2026-07-17,Not Started,79,31.0,Yes,Yes,Blended,3.0,MGR0033
LRN00304,EMP00692,Product,L1,Safety & Compliance,Leadership,HarvardX,2024-04-08,2024-07-16,Not Started,66,33.7,Yes,No,Virtual Instructor-Led,1.3,MGR0030
LRN00305,EMP00278,Sales,L2,Power BI Essentials,Technical,HarvardX,2023-03-07,2023-05-18,Dropped,93,22.6,No,Yes,Virtual Instructor-Led,4.9,MGR0050
LRN00306,EMP00321,IT,L6,Design Thinking,Compliance,Internal LMS,2025-10-16,2026-01-17,Dropped,89,30.4,Yes,Yes,Blended,4.3,MGR0003
LRN00307,EMP01193,Design,L1,Design Thinking,Domain,Custom,2024-06-17,2024-07-18,Dropped,58,7.9,Yes,No,In-Person,1.9,MGR0020
LRN00308,EMP00162,IT,L7,Safety & Compliance,Compliance,Custom,2023-08-25,2023-11-21,Completed,90,22.1,No,No,Blended,1.5,MGR0046
LRN00309,EMP00325,Finance,L5,Project Management Professional,Compliance,Custom,2024-06-19,2024-10-01,Dropped,65,10.6,No,No,Online Self-Paced,4.9,MGR0017
LRN00310,EMP00856,Marketing,L6,Financial Acumen,Soft Skills,Udemy,2022-08-02,2022-09-23,Not Started,50,20.5,No,Yes,Blended,1.2,MGR0046
LRN00311,EMP00293,Sales,L3,Design Thinking,Soft Skills,Udemy,2023-05-21,2023-08-16,Completed,54,27.2,Yes,No,Online Self-Paced,2.9,MGR0001
LRN00312,EMP00684,Design,L5,DEI in the Workplace,Domain,Coursera,2023-07-03,2023-08-07,Dropped,55,36.4,Yes,Yes,Virtual Instructor-Led,1.3,MGR0007
LRN00313,EMP01194,Data Science,L4,Python for Data Science,Compliance,LinkedIn Learning,2025-02-11,2025-04-06,Not Started,74,4.8,Yes,No,Virtual Instructor-Led,2.2,MGR0031
LRN00314,EMP00526,Sales,L3,SQL Mastery,Compliance,Internal LMS,2025-12-18,2026-02-24,Not Started,55,32.4,No,Yes,Virtual Instructor-Led,4.7,MGR0022
LRN00315,EMP00154,Legal,L7,Negotiation Skills,Compliance,HarvardX,2024-01-16,2024-05-04,Completed,72,26.4,No,Yes,Online Self-Paced,3.8,MGR0025
LRN00316,EMP00477,Customer Success,L4,Financial Acumen,Compliance,Pluralsight,2023-02-14,2023-05-06,Not Started,51,2.7,No,No,Virtual Instructor-Led,2.3,MGR0021
LRN00317,EMP00003,Sales,L5,Leadership Foundations,Soft Skills,Internal LMS,2025-08-27,2025-10-25,Dropped,66,18.7,No,No,Blended,4.4,MGR0041
