requisition_id,candidate_id,department,job_title,job_level,location,source,applied_date,stage,days_to_hire,offer_extended,offer_accepted,offer_amount,diversity_flag,campus_hire,hired,rejection_reason,recruiter_id,hiring_manager_id,interview_rounds,cost_per_hire
REQ00155,CAND00155,Product,Senior Analyst,L4,Chicago,Glassdoor,2023-10-21,Phone Interview,57,Yes,Yes,95390,Yes,No,No,Overqualified,REC19,MGR0028,6,8227
REQ00156,CAND00156,HR,Analyst,L1,Boston,Glassdoor,2020-02-24,Rejected,25,Yes,Pending,188598,Yes,Yes,No,None,REC08,MGR0043,2,7992
REQ00157,CAND00157,Operations,Senior Analyst,L1,Austin,Campus Recruiting,2025-07-13,Rejected,104,No,Yes,107952,Yes,No,No,Position Closed,REC05,MGR0006,4,7612
REQ00158,CAND00158,Data Science,Manager,L6,Seattle,Agency,2022-11-19,Applied,91,No,Pending,117412,Yes,Yes,No,Failed Assessment,REC16,MGR0034,6,4217
REQ00159,CAND00159,Engineering,Manager,L4,Boston,Indeed,2020-04-22,Offer,73,No,Pending,184266,Yes,No,No,Failed Assessment,REC05,MGR0036,6,10415
REQ00160,CAND00160,Legal,Associate,L7,Dallas,Employee Referral,2024-06-14,Applied,119,No,Pending,110023,Yes,Yes,No,None,REC06,MGR0007,5,14475
REQ00161,CAND00161,Legal,Senior Engineer,L3,Chicago,Agency,2021-11-29,Technical Assessment,79,Yes,Yes,185640,Yes,Yes,No,Failed Assessment,REC14,MGR0049,3,2729
REQ00162,CAND00162,Data Science,Associate,L2,Austin,Employee Referral,2023-01-21,Panel Interview,69,No,Pending,109764,No,No,No,Salary Mismatch,REC04,MGR0001,5,8621
REQ00163,CAND00163,Customer Success,Director,L6,Atlanta,Direct Application,2024-02-29,Withdrawn,71,No,Yes,196841,No,Yes,No,Failed Assessment,REC20,MGR0048,2,6508
REQ00164,CAND00164,Design,Senior Analyst,L4,Denver,Indeed,2023-01-04,Technical Assessment,20,No,Pending,172926,Yes,No,No,Culture Fit,REC08,MGR0043,1,11454
REQ00165,CAND00165,Legal,Engineer,L3,San Francisco,Direct Application,2024-10-25,Phone Interview,14,Yes,Yes,142676,Yes,No,No,Culture Fit,REC04,MGR0020,2,1004
REQ00166,CAND00166,IT,Director,L1,Denver,LinkedIn,2023-12-27,Offer,13,No,Pending,57063,Yes,No,Yes,None,REC17,MGR0014,5,12074
REQ00167,CAND00167,Engineering,Manager,L6,New York,LinkedIn,2024-06-29,Withdrawn,23,Yes,Yes,87247,Yes,Yes,No,Position Closed,REC01,MGR0001,4,5660
REQ00168,CAND00168,Legal,Manager,L2,Seattle,Agency,2023-12-07,Withdrawn,18,No,Yes,111833,No,Yes,Yes,Salary Mismatch,REC06,MGR0043,2,11078
REQ00169,CAND00169,Legal,Analyst,L4,Atlanta,Glassdoor,2021-12-17,Technical Assessment,60,No,Yes,146265,Yes,No,No,Salary Mismatch,REC06,MGR0019,5,11210
REQ00170,CAND00170,Data Science,Manager,L7,Seattle,Employee Referral,2020-03-10,Technical Assessment,30,Yes,No,73956,No,Yes,No,None,REC15,MGR0039,3,4271
REQ00171,CAND00171,Design,Manager,L6,Boston,Indeed,2023-05-08,Withdrawn,90,Yes,Pending,134420,Yes,No,No,Withdrew,REC08,MGR0025,3,3622
REQ00172,CAND00172,IT,Senior Analyst,L2,Denver,Direct Application,2020-12-27,Offer,28,Yes,Yes,133569,No,No,Yes,Culture Fit,REC17,MGR0001,3,10807
REQ00173,CAND00173,HR,Engineer,L6,San Francisco,Glassdoor,2023-06-05,Phone Interview,30,No,Pending,137737,No,Yes,Yes,Overqualified,REC02,MGR0008,3,11681
REQ00174,CAND00174,Finance,Director,L5,Chicago,Direct Application,2023-10-29,Panel Interview,120,Yes,No,118226,Yes,No,Yes,Culture Fit,REC05,MGR0037,6,9608
REQ00175,CAND00175,Design,Analyst,L5,Dallas,Employee Referral,2024-08-06,Withdrawn,117,No,Yes,142160,Yes,Yes,No,Withdrew,REC01,MGR0018,6,3649
REQ00176,CAND00176,Data Science,Senior Analyst,L3,New York,Indeed,2021-02-02,Screening,46,Yes,Pending,75379,No,Yes,Yes,Salary Mismatch,REC03,MGR0029,1,878
REQ00177,CAND00177,IT,Analyst,L7,Boston,Campus Recruiting,2020-11-20,Applied,31,Yes,No,192617,Yes,No,No,Culture Fit,REC01,MGR0020,6,9617
REQ00178,CAND00178,Design,Director,L2,Chicago,Indeed,2026-03-10,Applied,96,Yes,Pending,98896,No,Yes,No,Withdrew,REC02,MGR0002,4,3615
REQ00179,CAND00179,IT,Manager,L2,Dallas,Employee Referral,2023-01-06,Applied,24,Yes,No,72793,Yes,No,Yes,None,REC13,MGR0020,4,13989
REQ00180,CAND00180,Legal,Senior Engineer,L6,Denver,Employee Referral,2023-12-24,Technical Assessment,88,No,Yes,70803,Yes,No,No,None,REC09,MGR0030,2,5268
REQ00181,CAND00181,Data Science,Senior Analyst,L4,San Francisco,Campus Recruiting,2020-05-11,Applied,61,Yes,No,189727,No,No,No,None,REC02,MGR0004,5,2145
REQ00182,CAND00182,Customer Success,Manager,L4,Boston,LinkedIn,2020-10-07,Technical Assessment,26,Yes,No,177789,Yes,No,No,Overqualified,REC11,MGR0028,5,4891
REQ00183,CAND00183,Data Science,Senior Analyst,L1,Seattle,Internal Transfer,2022-07-25,Hired,77,No,No,109440,Yes,No,No,Withdrew,REC07,MGR0044,1,1677
REQ00184,CAND00184,Customer Success,Manager,L3,Boston,LinkedIn,2025-11-17,Phone Interview,56,Yes,Pending,120290,Yes,Yes,Yes,None,REC19,MGR0024,3,4272
REQ00185,CAND00185,HR,Associate,L7,New York,Glassdoor,2021-05-09,Offer,32,No,No,95118,Yes,Yes,Yes,None,REC13,MGR0029,2,8899
REQ00186,CAND00186,Operations,Senior Analyst,L7,Seattle,Campus Recruiting,2021-10-09,Phone Interview,36,Yes,Pending,73843,Yes,Yes,Yes,Withdrew,REC16,MGR0014,3,2783
REQ00187,CAND00187,Product,Director,L6,Remote,Internal Transfer,2021-05-09,Rejected,16,No,No,93411,Yes,Yes,No,Failed Assessment,REC16,MGR0050,5,9146
REQ00188,CAND00188,Finance,Senior Engineer,L6,Boston,Agency,2025-12-18,Panel Interview,30,No,Pending,107532,Yes,No,No,Overqualified,REC14,MGR0015,6,10813
REQ00189,CAND00189,Customer Success,Analyst,L6,Dallas,Glassdoor,2020-02-06,Phone Interview,76,Yes,No,135295,No,Yes,No,Withdrew,REC14,MGR0043,5,8365
REQ00190,CAND00190,Customer Success,Associate,L4,Denver,LinkedIn,2026-05-17,Offer,87,Yes,Pending,85443,No,No,Yes,Failed Assessment,REC18,MGR0010,3,13525
REQ00191,CAND00191,HR,Manager,L5,Boston,Glassdoor,2024-10-22,Phone Interview,19,Yes,Pending,195845,No,No,No,Salary Mismatch,REC16,MGR0025,5,682
REQ00192,CAND00192,Product,Engineer,L2,Remote,Indeed,2021-04-18,Hired,74,No,Yes,142857,No,Yes,No,Withdrew,REC11,MGR0029,6,12932
REQ00193,CAND00193,Sales,Director,L6,Remote,Employee Referral,2026-04-06,Rejected,29,Yes,Yes,115536,Yes,No,Yes,Salary Mismatch,REC08,MGR0023,3,14960
REQ00194,CAND00194,Sales,Senior Analyst,L4,New York,Indeed,2025-10-27,Hired,110,Yes,Yes,54480,No,Yes,Yes,Failed Assessment,REC08,MGR0023,4,5281
REQ00195,CAND00195,Sales,Engineer,L1,Seattle,Direct Application,2023-03-13,Offer,97,Yes,No,66958,No,Yes,No,None,REC17,MGR0004,6,4686
REQ00196,CAND00196,Operations,Director,L2,San Francisco,Employee Referral,2024-09-07,Withdrawn,67,Yes,Pending,190094,No,Yes,No,Failed Assessment,REC15,MGR0040,6,14701
REQ00197,CAND00197,HR,Manager,L4,Boston,Employee Referral,2020-07-12,Screening,63,No,Yes,179253,No,No,Yes,Culture Fit,REC04,MGR0044,1,6627
REQ00198,CAND00198,Design,Senior Analyst,L2,Boston,LinkedIn,2023-10-01,Withdrawn,96,No,Pending,57128,No,Yes,No,None,REC15,MGR0010,4,10105
REQ00199,CAND00199,Legal,Engineer,L2,Seattle,Campus Recruiting,2024-08-28,Rejected,44,No,Pending,98227,No,No,No,Failed Assessment,REC05,MGR0017,4,11145
REQ00200,CAND00200,Customer Success,Manager,L1,Chicago,Agency,2023-08-26,Phone Interview,62,Yes,Yes,94723,Yes,No,Yes,Withdrew,REC18,MGR0020,3,4440
REQ00201,CAND00201,Sales,Analyst,L1,Chicago,Employee Referral,2025-04-14,Offer,39,Yes,Yes,65070,No,Yes,No,Failed Assessment,REC02,MGR0026,2,13344
REQ00202,CAND00202,Legal,Senior Analyst,L1,Boston,Direct Application,2025-01-12,Applied,49,No,Yes,112651,Yes,Yes,Yes,Overqualified,REC08,MGR0030,1,9644
REQ00203,CAND00203,Finance,Engineer,L6,Chicago,LinkedIn,2022-09-21,Withdrawn,58,Yes,No,65920,Yes,Yes,No,Withdrew,REC16,MGR0002,4,10357
REQ00204,CAND00204,Sales,Manager,L7,Austin,Indeed,2023-01-02,Panel Interview,78,Yes,Yes,130863,No,No,No,Culture Fit,REC02,MGR0018,1,1834
REQ00205,CAND00205,Engineering,Senior Engineer,L4,Remote,Campus Recruiting,2026-02-12,Withdrawn,11,Yes,Pending,158314,No,No,Yes,Salary Mismatch,REC16,MGR0037,3,11821
REQ00206,CAND00206,Legal,Associate,L3,San Francisco,Glassdoor,2025-06-02,Hired,16,Yes,Yes,74713,Yes,Yes,Yes,Overqualified,REC16,MGR0041,1,12608
REQ00207,CAND00207,Marketing,Manager,L4,Austin,Internal Transfer,2022-07-11,Screening,111,Yes,Pending,83563,No,No,Yes,None,REC19,MGR0049,3,9143
REQ00208,CAND00208,Sales,Engineer,L3,Remote,Direct Application,2022-12-10,Technical Assessment,50,Yes,Yes,189852,No,Yes,Yes,Salary Mismatch,REC14,MGR0034,5,7979
REQ00209,CAND00209,HR,Manager,L2,Denver,Direct Application,2024-11-29,Hired,65,No,Yes,166283,Yes,Yes,No,None,REC15,MGR0050,3,12667
REQ00210,CAND00210,Sales,Analyst,L1,Atlanta,Indeed,2026-05-28,Panel Interview,111,Yes,No,77891,No,No,Yes,Overqualified,REC01,MGR0016,6,8584
REQ00211,CAND00211,Operations,Director,L3,Dallas,Direct Application,2025-04-03,Offer,85,No,No,175736,Yes,No,Yes,Position Closed,REC06,MGR0007,5,7922
REQ00212,CAND00212,Legal,Associate,L3,Boston,LinkedIn,2024-10-02,Rejected,21,Yes,No,123457,No,No,No,Overqualified,REC02,MGR0010,3,6999
REQ00213,CAND00213,IT,Manager,L6,Denver,Direct Application,2021-09-19,Withdrawn,13,No,Yes,67981,No,No,Yes,Salary Mismatch,REC19,MGR0048,3,8940
REQ00214,CAND00214,Product,Senior Engineer,L4,San Francisco,Indeed,2024-12-21,Hired,95,No,Yes,69014,No,Yes,No,None,REC01,MGR0003,2,4309
REQ00215,CAND00215,Legal,Director,L2,Denver,LinkedIn,2025-04-17,Offer,20,No,Yes,111376,No,No,No,Salary Mismatch,REC20,MGR0048,2,4486
REQ00216,CAND00216,Finance,Associate,L5,Remote,Internal Transfer,2024-10-05,Withdrawn,56,Yes,Yes,127983,No,Yes,No,Culture Fit,REC11,MGR0023,5,5685
REQ00217,CAND00217,IT,Senior Analyst,L7,Chicago,Employee Referral,2024-08-28,Withdrawn,112,Yes,Yes,120388,Yes,No,No,Overqualified,REC07,MGR0024,1,12492
REQ00218,CAND00218,HR,Director,L7,Chicago,Glassdoor,2026-04-20,Screening,74,No,Pending,188183,No,Yes,No,Overqualified,REC11,MGR0042,1,5012
REQ00219,CAND00219,Operations,Manager,L5,Atlanta,Campus Recruiting,2025-11-15,Technical Assessment,85,Yes,Yes,92457,Yes,Yes,No,Overqualified,REC19,MGR0027,3,7103
REQ00220,CAND00220,Finance,Senior Analyst,L3,Remote,Campus Recruiting,2024-03-22,Screening,79,Yes,No,134700,No,Yes,Yes,Withdrew,REC04,MGR0020,6,1850
REQ00221,CAND00221,Finance,Director,L6,San Francisco,Agency,2025-01-07,Rejected,45,No,Pending,119430,No,Yes,Yes,None,REC14,MGR0026,1,12323
REQ00222,CAND00222,Product,Director,L1,Seattle,Internal Transfer,2020-11-05,Applied,31,No,Pending,118064,Yes,No,No,Failed Assessment,REC13,MGR0005,1,2203
REQ00223,CAND00223,Marketing,Manager,L7,Atlanta,Employee Referral,2025-01-06,Panel Interview,95,No,No,112859,No,No,Yes,None,REC20,MGR0042,2,4602
REQ00224,CAND00224,Engineering,Analyst,L6,Austin,LinkedIn,2020-05-21,Phone Interview,84,No,No,130772,Yes,No,Yes,Withdrew,REC16,MGR0045,2,1656
REQ00225,CAND00225,IT,Senior Analyst,L3,New York,Campus Recruiting,2021-08-10,Rejected,31,Yes,Yes,172962,No,No,No,Position Closed,REC14,MGR0004,2,12592
REQ00226,CAND00226,Product,Associate,L1,Seattle,LinkedIn,2024-08-23,Hired,29,Yes,Pending,150955,Yes,Yes,No,Position Closed,REC18,MGR0025,3,9544
REQ00227,CAND00227,Sales,Associate,L7,Seattle,Glassdoor,2025-01-18,Hired,62,Yes,Pending,50625,No,No,No,Overqualified,REC01,MGR0002,1,13326
REQ00228,CAND00228,HR,Analyst,L2,Seattle,LinkedIn,2022-09-20,Phone Interview,55,No,No,72946,Yes,Yes,No,None,REC07,MGR0039,1,2516
REQ00229,CAND00229,Finance,Associate,L1,Boston,Direct Application,2023-11-15,Phone Interview,62,No,Pending,147963,Yes,No,No,Culture Fit,REC20,MGR0035,5,6216
REQ00230,CAND00230,Product,Director,L5,New York,Campus Recruiting,2023-04-18,Screening,53,No,Yes,77443,No,Yes,Yes,Salary Mismatch,REC16,MGR0050,6,10043
REQ00231,CAND00231,Legal,Senior Analyst,L6,Austin,Campus Recruiting,2020-08-30,Withdrawn,107,Yes,Yes,84913,No,Yes,No,Failed Assessment,REC16,MGR0009,4,7342
REQ00232,CAND00232,Sales,Senior Engineer,L1,Seattle,LinkedIn,2023-08-09,Phone Interview,117,Yes,Yes,180596,Yes,Yes,No,Overqualified,REC13,MGR0043,3,3188
REQ00233,CAND00233,Product,Director,L4,Atlanta,Direct Application,2024-03-27,Technical Assessment,83,Yes,No,68971,Yes,No,No,Culture Fit,REC09,MGR0046,1,1050
REQ00234,CAND00234,Marketing,Engineer,L4,Seattle,Internal Transfer,2024-06-19,Phone Interview,35,Yes,No,150839,Yes,Yes,No,Withdrew,REC17,MGR0033,2,5499
REQ00235,CAND00235,Customer Success,Analyst,L7,Boston,Direct Application,2022-11-19,Panel Interview,26,No,No,101956,No,No,No,Failed Assessment,REC04,MGR0023,1,11459
REQ00236,CAND00236,Legal,Analyst,L2,San Francisco,Campus Recruiting,2020-10-28,Withdrawn,108,No,Pending,69257,No,No,Yes,Salary Mismatch,REC13,MGR0012,2,802
REQ00237,CAND00237,Design,Associate,L6,Chicago,Internal Transfer,2021-04-17,Screening,117,Yes,Yes,172466,No,No,No,Culture Fit,REC14,MGR0033,3,4558
REQ00238,CAND00238,Product,Associate,L3,Seattle,LinkedIn,2020-02-26,Screening,98,No,Pending,99840,No,No,No,Salary Mismatch,REC09,MGR0047,4,9833
REQ00239,CAND00239,Marketing,Manager,L6,Denver,Direct Application,2020-02-19,Hired,106,No,Pending,143114,Yes,Yes,No,Failed Assessment,REC15,MGR0005,6,8795
REQ00240,CAND00240,HR,Senior Analyst,L1,Remote,Campus Recruiting,2026-06-06,Rejected,93,Yes,Yes,137157,Yes,No,No,Failed Assessment,REC02,MGR0031,6,2066
REQ00241,CAND00241,HR,Analyst,L3,Austin,Employee Referral,2024-07-06,Withdrawn,52,Yes,No,184185,No,Yes,Yes,None,REC05,MGR0020,2,9822
REQ00242,CAND00242,Data Science,Engineer,L1,Boston,Internal Transfer,2020-08-04,Technical Assessment,29,No,Pending,99246,Yes,Yes,No,Failed Assessment,REC09,MGR0012,5,6929
REQ00243,CAND00243,IT,Manager,L3,Atlanta,Indeed,2026-02-14,Withdrawn,107,No,Yes,156174,Yes,No,Yes,Failed Assessment,REC16,MGR0048,1,13734
REQ00244,CAND00244,Operations,Senior Analyst,L7,Dallas,Agency,2024-12-17,Screening,98,Yes,Yes,54582,No,Yes,Yes,Withdrew,REC07,MGR0036,5,5087
REQ00245,CAND00245,Customer Success,Senior Analyst,L6,Seattle,Glassdoor,2023-07-28,Offer,81,No,Pending,179260,Yes,No,No,Failed Assessment,REC03,MGR0014,3,6338
REQ00246,CAND00246,IT,Manager,L7,Dallas,Glassdoor,2020-07-23,Phone Interview,59,Yes,No,175284,No,No,No,Withdrew,REC18,MGR0031,5,14607
REQ00247,CAND00247,Legal,Engineer,L3,Atlanta,Direct Application,2023-06-05,Rejected,114,No,Pending,114281,No,Yes,No,Failed Assessment,REC05,MGR0049,6,10530
REQ00248,CAND00248,IT,Senior Engineer,L7,Atlanta,LinkedIn,2020-05-24,Panel Interview,91,No,Pending,104615,Yes,Yes,No,Culture Fit,REC12,MGR0038,3,8613
REQ00249,CAND00249,Finance,Senior Engineer,L3,Boston,Glassdoor,2020-12-12,Panel Interview,94,Yes,Yes,62426,No,No,No,Position Closed,REC09,MGR0029,5,10447
REQ00250,CAND00250,Product,Senior Engineer,L2,Atlanta,LinkedIn,2020-02-21,Rejected,105,No,Yes,121632,No,No,No,Overqualified,REC01,MGR0048,2,14880
REQ00251,CAND00251,Customer Success,Analyst,L7,Remote,Direct Application,2026-05-02,Offer,53,Yes,No,96309,Yes,No,No,Salary Mismatch,REC03,MGR0028,2,6218
REQ00252,CAND00252,Product,Senior Analyst,L1,Dallas,Internal Transfer,2025-07-07,Screening,92,Yes,No,70967,No,No,No,Position Closed,REC13,MGR0039,6,4179
REQ00253,CAND00253,Design,Senior Analyst,L1,Denver,Employee Referral,2026-02-17,Screening,86,No,Pending,185624,Yes,No,Yes,Position Closed,REC15,MGR0042,5,12618
REQ00254,CAND00254,Design,Analyst,L5,Chicago,LinkedIn,2020-10-01,Applied,106,Yes,No,144208,Yes,No,Yes,None,REC10,MGR0011,2,8235
REQ00255,CAND00255,IT,Associate,L1,Chicago,Direct Application,2024-06-29,Phone Interview,60,No,No,108139,Yes,Yes,No,Failed Assessment,REC17,MGR0022,3,8431
REQ00256,CAND00256,Data Science,Associate,L5,Austin,Direct Application,2022-11-11,Phone Interview,72,No,Pending,167435,Yes,Yes,No,Culture Fit,REC07,MGR0028,1,4433
REQ00257,CAND00257,Legal,Manager,L1,Dallas,Internal Transfer,2021-02-24,Offer,54,Yes,No,107597,Yes,Yes,No,None,REC03,MGR0044,4,11234
REQ00258,CAND00258,Sales,Engineer,L5,Dallas,Internal Transfer,2025-03-28,Panel Interview,86,No,No,96384,Yes,Yes,No,Overqualified,REC03,MGR0018,1,11176
REQ00259,CAND00259,HR,Analyst,L7,Remote,Employee Referral,2025-06-06,Rejected,54,No,Pending,187909,Yes,Yes,No,None,REC16,MGR0002,3,6146
REQ00260,CAND00260,IT,Engineer,L4,Denver,Glassdoor,2024-11-15,Panel Interview,76,No,No,115812,No,Yes,Yes,Culture Fit,REC02,MGR0013,1,12861
REQ00261,CAND00261,Operations,Engineer,L2,Dallas,Internal Transfer,2025-11-04,Applied,55,No,No,162920,Yes,Yes,Yes,Culture Fit,REC09,MGR0029,6,3365
REQ00262,CAND00262,HR,Analyst,L2,Austin,Internal Transfer,2022-09-24,Withdrawn,17,Yes,Yes,196852,No,Yes,Yes,Salary Mismatch,REC09,MGR0020,5,10861
REQ00263,CAND00263,Design,Director,L4,Chicago,Glassdoor,2020-06-10,Panel Interview,54,Yes,No,135085,Yes,No,No,Withdrew,REC18,MGR0047,3,12079
REQ00264,CAND00264,Data Science,Engineer,L6,Chicago,LinkedIn,2024-06-19,Offer,15,No,Yes,154449,No,No,No,Withdrew,REC12,MGR0027,3,887
REQ00265,CAND00265,Engineering,Analyst,L5,Chicago,LinkedIn,2024-06-23,Technical Assessment,69,No,Yes,57733,No,Yes,No,Culture Fit,REC09,MGR0039,3,14128
REQ00266,CAND00266,Design,Manager,L1,Chicago,Employee Referral,2026-03-04,Technical Assessment,92,Yes,Pending,99533,No,No,No,Culture Fit,REC18,MGR0018,2,13415
REQ00267,CAND00267,Operations,Analyst,L4,Atlanta,Agency,2025-12-03,Hired,52,No,No,190989,No,No,No,Position Closed,REC04,MGR0035,1,6863
REQ00268,CAND00268,Finance,Associate,L7,Denver,Glassdoor,2023-09-10,Hired,75,Yes,No,93050,No,No,No,None,REC20,MGR0022,1,7686
REQ00269,CAND00269,Legal,Senior Engineer,L3,Remote,Agency,2020-07-05,Phone Interview,108,No,No,72307,No,No,No,Culture Fit,REC05,MGR0048,2,10868
REQ00270,CAND00270,Legal,Manager,L2,Denver,Agency,2024-07-12,Screening,84,No,No,86362,Yes,Yes,No,Withdrew,REC08,MGR0021,1,5733
REQ00271,CAND00271,Engineering,Manager,L5,San Francisco,Internal Transfer,2025-05-13,Withdrawn,91,No,No,156815,Yes,No,Yes,Failed Assessment,REC08,MGR0013,2,3904
REQ00272,CAND00272,HR,Manager,L4,Austin,Internal Transfer,2025-09-22,Technical Assessment,70,Yes,Yes,199121,Yes,Yes,Yes,Position Closed,REC13,MGR0001,3,6285
REQ00273,CAND00273,Engineering,Engineer,L4,Dallas,Indeed,2023-05-08,Technical Assessment,93,Yes,Yes,70693,Yes,No,No,Culture Fit,REC14,MGR0024,6,5941
REQ00274,CAND00274,Marketing,Engineer,L6,Atlanta,Glassdoor,2020-12-11,Panel Interview,75,Yes,Pending,138695,No,Yes,No,None,REC13,MGR0015,5,8303
REQ00275,CAND00275,IT,Analyst,L2,Boston,Agency,2020-04-23,Phone Interview,90,No,Yes,155599,No,Yes,Yes,Withdrew,REC16,MGR0010,4,4416
REQ00276,CAND00276,Customer Success,Senior Engineer,L2,Austin,Internal Transfer,2022-05-20,Hired,119,Yes,Yes,113766,Yes,Yes,Yes,Withdrew,REC12,MGR0046,5,10408
REQ00277,CAND00277,Marketing,Associate,L4,Dallas,Glassdoor,2023-02-08,Withdrawn,20,No,No,143276,Yes,No,No,Withdrew,REC04,MGR0017,1,9641
REQ00278,CAND00278,Sales,Senior Analyst,L4,Seattle,Indeed,2020-08-12,Offer,78,No,Yes,75900,No,No,Yes,Salary Mismatch,REC05,MGR0011,6,7839
REQ00279,CAND00279,Finance,Analyst,L1,Remote,Agency,2024-02-10,Rejected,50,No,Pending,137704,No,Yes,Yes,Withdrew,REC13,MGR0029,1,3475
REQ00280,CAND00280,IT,Manager,L3,Chicago,Campus Recruiting,2023-01-03,Withdrawn,111,No,No,88572,Yes,No,Yes,None,REC19,MGR0032,5,4712
REQ00281,CAND00281,HR,Engineer,L5,Chicago,Indeed,2025-09-12,Panel Interview,30,Yes,Yes,85554,Yes,No,Yes,Failed Assessment,REC07,MGR0035,2,8795
REQ00282,CAND00282,Product,Director,L4,Dallas,Internal Transfer,2025-12-13,Technical Assessment,25,Yes,No,53510,Yes,No,No,Salary Mismatch,REC08,MGR0016,5,11961
REQ00283,CAND00283,Engineering,Associate,L6,Chicago,Internal Transfer,2023-11-03,Withdrawn,117,No,Yes,50519,No,Yes,No,Salary Mismatch,REC04,MGR0039,5,8702
REQ00284,CAND00284,Customer Success,Director,L4,Chicago,Employee Referral,2025-08-30,Withdrawn,36,No,No,126598,No,Yes,Yes,Position Closed,REC02,MGR0016,3,14815
REQ00285,CAND00285,Legal,Director,L7,New York,Indeed,2023-01-14,Rejected,58,Yes,Pending,158884,No,Yes,No,Failed Assessment,REC02,MGR0013,5,3900
REQ00286,CAND00286,Design,Senior Analyst,L7,New York,Direct Application,2023-04-09,Applied,110,Yes,No,143029,No,No,No,Overqualified,REC13,MGR0029,2,1340
REQ00287,CAND00287,Legal,Engineer,L1,Austin,Indeed,2020-02-02,Screening,81,Yes,Yes,87761,No,Yes,Yes,Overqualified,REC03,MGR0016,5,9651
REQ00288,CAND00288,Customer Success,Senior Engineer,L4,Austin,Direct Application,2020-07-20,Hired,31,Yes,Yes,80732,Yes,Yes,Yes,Withdrew,REC14,MGR0029,3,6624
REQ00289,CAND00289,HR,Engineer,L2,Atlanta,Glassdoor,2023-11-10,Offer,71,No,Pending,112093,No,No,No,Position Closed,REC20,MGR0016,5,2100
REQ00290,CAND00290,Operations,Associate,L2,San Francisco,Campus Recruiting,2026-03-10,Rejected,82,No,Pending,101755,No,Yes,No,Culture Fit,REC02,MGR0050,2,13661
REQ00291,CAND00291,Operations,Senior Engineer,L7,Seattle,Internal Transfer,2026-03-27,Phone Interview,76,No,Pending,116017,Yes,Yes,Yes,None,REC09,MGR0048,3,12799
REQ00292,CAND00292,Operations,Director,L1,Remote,Internal Transfer,2025-10-06,Withdrawn,13,No,Pending,75862,Yes,Yes,No,Overqualified,REC04,MGR0034,1,9232
REQ00293,CAND00293,Finance,Analyst,L4,Austin,Campus Recruiting,2020-12-10,Withdrawn,78,Yes,Yes,187431,Yes,Yes,Yes,None,REC16,MGR0043,1,14911
REQ00294,CAND00294,Data Science,Associate,L4,Chicago,Internal Transfer,2024-01-15,Rejected,41,Yes,Pending,181709,No,Yes,No,None,REC02,MGR0038,6,6965
REQ00295,CAND00295,IT,Engineer,L3,Chicago,Indeed,2020-10-21,Phone Interview,119,Yes,Yes,92067,No,No,No,Overqualified,REC18,MGR0008,2,8578
REQ00296,CAND00296,Design,Director,L6,Atlanta,Direct Application,2021-11-09,Technical Assessment,22,Yes,Pending,133028,Yes,Yes,No,None,REC13,MGR0024,1,13323
REQ00297,CAND00297,Engineering,Director,L4,Remote,Employee Referral,2022-08-26,Technical Assessment,39,No,Yes,124424,No,Yes,No,Overqualified,REC17,MGR0048,3,7758
REQ00298,CAND00298,Sales,Senior Analyst,L3,New York,Direct Application,2024-05-12,Phone Interview,86,Yes,No,182536,No,No,Yes,None,REC09,MGR0032,6,14736
REQ00299,CAND00299,Product,Engineer,L2,Austin,LinkedIn,2025-07-05,Withdrawn,115,Yes,Pending,129851,Yes,No,No,Failed Assessment,REC11,MGR0036,6,4891
REQ00300,CAND00300,Sales,Senior Analyst,L7,Denver,Direct Application,2025-07-13,Panel Interview,114,Yes,No,196881,Yes,Yes,No,Overqualified,REC03,MGR0031,2,11492
REQ00301,CAND00301,Engineering,Manager,L2,San Francisco,Agency,2020-11-07,Hired,33,No,Pending,104444,Yes,Yes,Yes,None,REC09,MGR0010,5,11685
REQ00302,CAND00302,Legal,Manager,L7,Atlanta,Direct Application,2021-11-06,Hired,51,Yes,Yes,53298,Yes,No,Yes,Withdrew,REC16,MGR0013,1,10662
REQ00303,CAND00303,Operations,Senior Engineer,L5,Atlanta,Internal Transfer,2024-03-08,Screening,43,Yes,Pending,163515,Yes,No,Yes,Salary Mismatch,REC20,MGR0043,1,13568
REQ00304,CAND00304,Engineering,Manager,L4,Seattle,Campus Recruiting,2021-06-17,Panel Interview,61,Yes,No,119035,Yes,Yes,No,Failed Assessment,REC16,MGR0020,4,7148
REQ00305,CAND00305,HR,Manager,L6,Denver,Campus Recruiting,2026-05-13,Applied,111,No,Pending,171052,No,Yes,Yes,Withdrew,REC06,MGR0049,3,9593
REQ00306,CAND00306,HR,Analyst,L6,San Francisco,Glassdoor,2024-08-28,Panel Interview,35,Yes,Pending,197058,Yes,Yes,Yes,Overqualified,REC04,MGR0028,1,8301
REQ00307,CAND00307,Marketing,Director,L3,New York,Direct Application,2024-04-15,Panel Interview,119,Yes,Yes,156687,No,Yes,No,Withdrew,REC19,MGR0029,2,3081
REQ00308,CAND00308,Data Science,Director,L2,Chicago,Employee Referral,2023-12-29,Phone Interview,23,Yes,No,98162,No,No,Yes,Withdrew,REC06,MGR0021,1,7036
REQ00309,CAND00309,Data Science,Engineer,L7,Denver,Campus Recruiting,2020-06-05,Rejected,72,Yes,No,135843,Yes,No,No,Culture Fit,REC09,MGR0028,5,10416
