response_id,employee_id,survey_type,survey_date,department,job_level,location,engagement_score,wellbeing_score,manager_score,dei_inclusion_score,growth_score,workload_score,eNPS,would_recommend,open_text_theme,sentiment,response_channel
SUR00361,EMP00364,Engagement,2021-05-06,Finance,L2,San Francisco,4.92,3.04,2.77,2.82,1.4,2.47,-88,Yes,Tools & Technology,Positive,Email
SUR00362,EMP01171,DEI,2022-12-13,Data Science,L6,New York,4.22,2.64,3.51,1.94,2.27,4.41,-19,Yes,Work-Life Balance,Negative,Kiosk
SUR00363,EMP00385,Pulse,2025-09-02,Marketing,L6,Remote,3.0,4.72,4.6,2.64,4.98,1.74,25,Neutral,Career Growth,Neutral,App
SUR00364,EMP00425,Pulse,2024-01-28,Sales,L1,Denver,1.16,4.93,4.2,3.46,1.31,4.29,-89,Yes,Tools & Technology,Positive,App
SUR00365,EMP00167,DEI,2022-07-02,Operations,L4,Seattle,3.32,4.07,2.45,3.39,2.34,1.53,-96,Neutral,Management,Neutral,QR Code
SUR00366,EMP00196,Engagement,2025-07-01,Finance,L2,Boston,4.61,3.02,1.77,2.25,4.47,3.51,22,Neutral,Tools & Technology,Positive,App
SUR00367,EMP00083,Exit,2021-06-07,Engineering,L5,Austin,4.59,4.91,1.43,3.2,2.82,2.36,-49,No,Work-Life Balance,Neutral,QR Code
SUR00368,EMP00490,Manager Effectiveness,2021-11-14,Engineering,L3,Chicago,1.33,1.51,2.13,4.2,1.72,2.7,-11,No,Career Growth,Positive,App
SUR00369,EMP00413,Exit,2021-06-27,Legal,L3,Boston,3.04,2.67,1.58,2.81,2.33,1.6,16,Yes,Career Growth,Negative,App
SUR00370,EMP00830,Wellbeing,2026-01-01,Product,L6,New York,1.58,3.9,1.45,1.03,4.84,4.61,75,No,Autonomy,Positive,QR Code
SUR00371,EMP01186,Engagement,2022-10-16,Product,L1,San Francisco,4.89,1.33,3.09,4.4,2.81,3.75,-49,Yes,Compensation,Neutral,App
SUR00372,EMP01177,Manager Effectiveness,2022-04-16,Design,L2,New York,3.52,2.48,3.12,3.94,3.8,4.87,7,No,Autonomy,Positive,QR Code
SUR00373,EMP01192,Onboarding,2022-01-21,Marketing,L7,San Francisco,3.83,1.91,1.59,1.71,3.73,2.65,35,No,Tools & Technology,Negative,Email
SUR00374,EMP01175,Engagement,2021-10-20,Design,L1,Seattle,1.28,4.1,4.62,2.29,2.22,3.02,99,No,Work-Life Balance,Positive,App
SUR00375,EMP00390,Onboarding,2023-03-13,Operations,L6,Chicago,1.9,2.67,4.06,1.03,2.93,4.09,79,No,Compensation,Neutral,Email
SUR00376,EMP00006,DEI,2025-08-06,Customer Success,L3,San Francisco,2.62,4.96,1.93,4.72,1.13,3.59,-76,No,Career Growth,Negative,Kiosk
SUR00377,EMP00903,Engagement,2021-08-16,Marketing,L3,Remote,1.68,4.59,4.34,1.9,1.85,4.64,44,Neutral,Autonomy,Positive,QR Code
SUR00378,EMP01105,Onboarding,2023-02-19,Customer Success,L1,Atlanta,2.51,2.78,1.15,3.42,2.97,3.96,76,Neutral,Compensation,Positive,Email
SUR00379,EMP00118,Wellbeing,2022-12-12,Design,L3,Remote,1.34,2.51,4.08,1.76,3.87,1.29,50,Yes,Recognition,Neutral,QR Code
SUR00380,EMP00058,DEI,2024-05-18,Design,L7,Seattle,3.89,1.17,2.4,3.87,3.52,4.71,-10,Yes,Tools & Technology,Negative,App
SUR00381,EMP00755,Exit,2021-02-13,Data Science,L4,Denver,4.46,1.03,2.04,1.72,1.05,3.15,65,No,Recognition,Positive,App
SUR00382,EMP00922,Engagement,2024-04-04,Data Science,L7,Austin,2.64,4.04,4.91,4.32,3.63,4.15,-84,Yes,Recognition,Negative,Email
SUR00383,EMP00241,Engagement,2026-07-21,IT,L7,Chicago,2.74,1.01,3.6,3.36,4.38,1.01,42,Yes,Autonomy,Positive,Email
SUR00384,EMP00403,Pulse,2023-10-21,Design,L4,Austin,3.11,2.38,4.38,3.67,3.76,2.85,25,No,Career Growth,Positive,Kiosk
SUR00385,EMP00951,Pulse,2024-11-29,Legal,L5,Austin,4.52,1.4,3.25,2.71,3.62,3.94,2,No,Recognition,Positive,QR Code
SUR00386,EMP00921,Pulse,2024-07-25,Operations,L5,Boston,2.56,4.19,3.74,4.96,4.27,1.6,-10,Yes,Compensation,Neutral,QR Code
SUR00387,EMP00492,Manager Effectiveness,2026-03-15,Design,L7,Remote,4.74,3.65,4.19,3.92,4.13,3.44,-10,Yes,Career Growth,Neutral,Kiosk
SUR00388,EMP00217,Exit,2023-08-15,Design,L3,Dallas,2.66,2.89,2.45,1.48,1.52,1.45,86,No,Culture,Negative,QR Code
SUR00389,EMP00578,Exit,2023-07-13,IT,L2,Boston,4.45,3.46,3.49,3.71,2.33,3.2,-45,Neutral,Compensation,Neutral,QR Code
SUR00390,EMP01186,DEI,2023-08-20,Sales,L2,Boston,1.58,1.14,1.32,1.8,3.79,4.57,9,Neutral,Work-Life Balance,Positive,QR Code
SUR00391,EMP01006,Engagement,2024-03-28,Sales,L5,Denver,4.85,3.3,1.84,1.96,1.15,3.51,-38,Neutral,Autonomy,Negative,App
SUR00392,EMP00082,Onboarding,2024-08-06,Legal,L5,Austin,3.06,3.95,4.13,2.5,1.94,4.37,-55,No,Management,Positive,App
SUR00393,EMP00567,Manager Effectiveness,2024-01-30,Product,L3,Atlanta,3.02,1.45,3.23,2.61,4.42,3.36,-26,Neutral,Tools & Technology,Positive,QR Code
SUR00394,EMP00473,DEI,2026-06-17,Marketing,L7,Austin,1.55,1.88,2.76,2.84,2.73,4.62,-98,Yes,Culture,Negative,QR Code
SUR00395,EMP00765,Manager Effectiveness,2025-04-02,Data Science,L6,New York,2.27,4.86,3.77,2.98,2.93,4.38,-80,No,Culture,Positive,Email
SUR00396,EMP00258,Wellbeing,2022-09-09,HR,L3,Boston,1.83,1.99,4.7,1.31,3.76,2.98,-92,Neutral,Management,Neutral,App
SUR00397,EMP00103,DEI,2022-07-11,Customer Success,L1,Chicago,2.52,3.81,2.49,3.57,4.97,1.75,56,No,Compensation,Positive,Email
SUR00398,EMP00834,DEI,2023-02-13,Product,L1,Dallas,3.15,2.3,2.6,4.04,1.91,4.69,64,No,Culture,Positive,Email
SUR00399,EMP00139,Engagement,2022-09-07,Marketing,L7,Atlanta,4.12,3.37,2.04,1.77,2.11,3.34,-71,Yes,Work-Life Balance,Negative,Email
SUR00400,EMP01035,DEI,2025-12-02,Data Science,L5,Denver,3.45,4.75,3.57,1.86,1.62,4.39,60,Neutral,Compensation,Neutral,QR Code
SUR00401,EMP00658,Pulse,2023-12-19,Finance,L7,Dallas,4.55,1.31,1.36,3.87,1.15,1.75,17,No,Recognition,Positive,Email
SUR00402,EMP00844,Onboarding,2025-09-20,Data Science,L2,Denver,1.75,4.33,2.34,2.29,2.66,1.65,-55,Yes,Compensation,Neutral,Kiosk
SUR00403,EMP00798,DEI,2024-12-23,Design,L2,Austin,3.65,3.28,1.02,4.35,1.33,2.78,70,No,Compensation,Neutral,QR Code
SUR00404,EMP00785,Engagement,2026-02-24,IT,L3,Seattle,2.89,1.2,3.65,2.67,4.18,2.0,46,Neutral,Work-Life Balance,Positive,QR Code
SUR00405,EMP01184,Manager Effectiveness,2023-01-03,Sales,L4,Chicago,2.35,1.3,3.53,3.95,3.96,1.0,-57,Yes,Culture,Negative,Email
SUR00406,EMP00999,Onboarding,2023-03-29,Sales,L4,Dallas,1.17,3.43,2.74,3.66,1.34,3.93,-15,No,Work-Life Balance,Positive,App
SUR00407,EMP00404,Exit,2023-03-14,Operations,L6,New York,1.56,2.36,4.76,4.2,1.27,4.62,78,No,Work-Life Balance,Neutral,Email
SUR00408,EMP00765,Wellbeing,2023-08-28,Customer Success,L2,Remote,1.24,2.32,3.95,2.22,1.71,1.34,49,Yes,Work-Life Balance,Negative,Kiosk
SUR00409,EMP00328,DEI,2024-04-08,IT,L3,Dallas,1.45,1.44,1.03,1.34,4.26,4.85,77,Neutral,Recognition,Negative,App
SUR00410,EMP01189,Engagement,2022-08-06,Marketing,L4,Boston,1.62,4.62,4.32,4.28,1.12,2.8,-90,Yes,Career Growth,Negative,Kiosk
SUR00411,EMP00630,Exit,2024-06-20,Customer Success,L5,Dallas,2.56,2.46,2.19,1.3,3.17,2.85,53,Yes,Compensation,Negative,QR Code
SUR00412,EMP00937,Wellbeing,2022-11-01,IT,L1,Denver,2.25,2.09,3.56,1.5,4.64,2.25,-62,Neutral,Work-Life Balance,Negative,Email
SUR00413,EMP00195,Engagement,2022-01-26,Engineering,L5,Boston,4.53,1.87,2.44,4.32,3.13,1.68,-40,No,Management,Negative,Kiosk
SUR00414,EMP00026,Wellbeing,2021-09-14,Marketing,L6,Seattle,2.58,4.77,2.91,1.33,1.97,4.12,-98,Yes,Tools & Technology,Positive,Kiosk
SUR00415,EMP00326,Pulse,2024-01-05,Legal,L4,New York,4.25,2.9,1.12,4.09,3.48,3.93,66,Neutral,Autonomy,Negative,QR Code
SUR00416,EMP00810,Exit,2022-09-12,Engineering,L5,Atlanta,2.95,1.54,1.16,3.6,1.71,2.17,76,Yes,Career Growth,Positive,App
SUR00417,EMP00074,Manager Effectiveness,2023-01-29,Sales,L1,Remote,3.86,2.97,4.67,2.13,2.85,4.9,-12,No,Management,Neutral,Kiosk
SUR00418,EMP00593,Engagement,2023-06-14,Design,L7,Dallas,3.37,1.83,1.71,4.99,2.74,3.9,92,Neutral,Compensation,Negative,Kiosk
SUR00419,EMP00380,Pulse,2024-02-12,Data Science,L1,Dallas,1.68,4.71,3.31,4.63,3.59,4.88,60,Yes,Autonomy,Negative,QR Code
SUR00420,EMP01057,Engagement,2023-09-07,Design,L1,Seattle,1.72,4.51,2.41,4.66,4.09,1.92,33,Neutral,Tools & Technology,Negative,App
SUR00421,EMP00145,Manager Effectiveness,2021-06-15,Design,L4,Remote,3.37,3.7,3.6,2.27,2.25,2.87,-86,No,Career Growth,Neutral,Email
SUR00422,EMP01016,Exit,2023-02-07,Engineering,L6,Dallas,3.21,4.1,2.19,2.13,3.31,3.45,2,Yes,Tools & Technology,Neutral,QR Code
SUR00423,EMP01034,Exit,2024-12-13,Legal,L2,San Francisco,1.95,4.74,4.25,4.65,2.43,3.44,-35,Neutral,Culture,Negative,Kiosk
SUR00424,EMP00570,Wellbeing,2021-12-17,Marketing,L3,Remote,2.33,1.4,4.27,4.3,3.83,3.97,56,Yes,Tools & Technology,Neutral,Email
SUR00425,EMP01192,Exit,2022-03-03,Data Science,L6,Boston,1.44,3.99,4.7,1.4,3.39,2.99,-13,Yes,Compensation,Neutral,App
SUR00426,EMP00824,Manager Effectiveness,2022-12-30,Design,L5,New York,4.77,2.34,1.12,1.26,1.95,4.53,-64,Yes,Compensation,Neutral,App
SUR00427,EMP00860,Manager Effectiveness,2024-12-08,Product,L7,Dallas,4.15,2.86,4.84,1.16,3.84,4.53,73,Yes,Compensation,Negative,Email
SUR00428,EMP00287,DEI,2021-06-14,Product,L1,Dallas,4.26,3.62,3.28,1.92,4.78,2.23,13,Neutral,Tools & Technology,Positive,Email
SUR00429,EMP00145,Pulse,2023-06-23,Design,L3,Remote,2.69,4.03,2.99,4.27,1.28,2.22,-48,Yes,Work-Life Balance,Positive,QR Code
SUR00430,EMP00332,Pulse,2021-04-21,Legal,L6,Boston,4.13,3.33,2.04,4.32,1.11,4.26,36,Yes,Career Growth,Positive,QR Code
SUR00431,EMP00610,DEI,2026-05-04,Operations,L6,San Francisco,3.71,4.67,1.52,3.0,2.22,3.83,-94,Neutral,Work-Life Balance,Neutral,Email
SUR00432,EMP00276,DEI,2022-06-21,Legal,L1,Denver,3.54,2.88,2.78,4.17,1.77,4.04,-28,Neutral,Autonomy,Positive,App
SUR00433,EMP00263,Engagement,2022-07-28,HR,L6,Seattle,3.66,2.02,3.9,2.23,1.52,1.17,-8,Yes,Career Growth,Positive,Kiosk
SUR00434,EMP00810,Engagement,2021-05-15,Engineering,L6,Seattle,1.44,1.49,2.34,2.34,3.98,3.28,-66,Yes,Autonomy,Positive,App
SUR00435,EMP00476,DEI,2026-05-21,Operations,L4,Atlanta,1.52,1.34,2.51,4.12,3.84,4.2,53,Neutral,Autonomy,Negative,QR Code
SUR00436,EMP01006,Exit,2023-09-03,Design,L4,Boston,4.46,1.87,2.92,3.63,1.52,1.85,37,Yes,Compensation,Negative,QR Code
SUR00437,EMP00330,Engagement,2022-07-23,Customer Success,L4,Chicago,1.16,2.44,3.35,2.28,3.96,2.64,30,Yes,Autonomy,Negative,App
SUR00438,EMP00575,Engagement,2024-01-08,Customer Success,L6,New York,2.99,4.9,3.63,4.12,3.91,1.16,60,Neutral,Work-Life Balance,Neutral,QR Code
SUR00439,EMP00654,DEI,2022-11-10,IT,L2,Remote,1.42,4.94,3.55,1.95,2.57,1.56,-8,No,Culture,Negative,App
SUR00440,EMP00483,DEI,2022-01-10,Product,L1,Remote,2.26,1.12,2.64,3.07,4.39,4.59,-98,Yes,Career Growth,Negative,QR Code
SUR00441,EMP00153,Manager Effectiveness,2022-12-29,HR,L4,Dallas,3.63,1.74,3.75,2.39,3.73,2.39,-14,Yes,Tools & Technology,Neutral,Kiosk
SUR00442,EMP00074,Exit,2025-04-04,Customer Success,L6,Remote,3.71,2.82,3.79,3.01,3.1,4.89,50,Yes,Management,Positive,Email
SUR00443,EMP00080,Exit,2025-05-16,Marketing,L6,New York,4.7,1.09,4.02,2.24,4.04,1.27,-69,Yes,Culture,Neutral,Email
SUR00444,EMP00909,Onboarding,2024-10-01,Product,L5,New York,4.57,2.12,4.77,1.09,3.78,2.24,9,No,Autonomy,Positive,QR Code
SUR00445,EMP00527,Onboarding,2021-11-02,Legal,L2,Seattle,2.2,4.79,2.99,3.78,3.25,2.66,-79,Yes,Career Growth,Positive,QR Code
SUR00446,EMP00955,Manager Effectiveness,2021-01-29,HR,L2,Austin,2.31,4.11,3.77,3.64,1.9,4.02,18,Yes,Management,Neutral,QR Code
SUR00447,EMP00867,Manager Effectiveness,2023-12-22,IT,L5,Atlanta,3.63,2.03,4.25,3.72,4.02,3.56,-86,No,Compensation,Negative,Email
SUR00448,EMP00951,Exit,2024-07-02,IT,L6,Dallas,4.73,3.29,2.04,4.37,1.64,2.87,-28,Neutral,Work-Life Balance,Positive,App
SUR00449,EMP00122,Engagement,2023-11-14,Legal,L7,Seattle,1.98,1.99,4.26,4.69,3.76,4.26,-76,Neutral,Work-Life Balance,Positive,QR Code
SUR00450,EMP00753,DEI,2021-06-15,Product,L1,New York,1.98,1.97,4.04,2.08,3.92,1.62,-3,Neutral,Autonomy,Neutral,Email
SUR00451,EMP00678,Pulse,2023-02-18,Marketing,L3,San Francisco,4.5,3.69,1.82,1.29,2.35,1.44,-83,Yes,Career Growth,Negative,App
SUR00452,EMP00057,Exit,2021-01-24,Product,L1,Chicago,3.95,3.6,1.82,4.14,2.44,1.51,-81,Neutral,Culture,Neutral,App
SUR00453,EMP00869,Manager Effectiveness,2026-03-15,Product,L6,Chicago,3.99,2.46,1.8,2.06,1.54,4.1,-70,Yes,Recognition,Positive,Kiosk
SUR00454,EMP01170,Wellbeing,2024-06-05,Finance,L3,Austin,2.65,3.81,3.14,4.4,2.32,1.84,95,No,Management,Neutral,App
SUR00455,EMP00756,Engagement,2023-12-30,Sales,L3,Remote,3.32,4.41,2.24,1.13,4.2,1.53,-12,Neutral,Tools & Technology,Negative,App
SUR00456,EMP00713,DEI,2021-04-25,Design,L2,Boston,4.5,1.69,3.07,2.34,4.7,2.98,-89,No,Work-Life Balance,Negative,QR Code
SUR00457,EMP00434,Onboarding,2022-06-15,Finance,L2,Boston,1.72,3.81,2.89,2.95,2.01,4.11,-30,Neutral,Recognition,Neutral,App
SUR00458,EMP00070,Onboarding,2023-05-25,Finance,L7,New York,1.2,1.03,3.27,4.5,4.7,2.56,39,No,Management,Negative,QR Code
SUR00459,EMP00746,Manager Effectiveness,2023-01-18,HR,L4,Atlanta,3.37,4.14,4.26,3.25,4.61,4.46,67,No,Career Growth,Negative,Email
SUR00460,EMP00287,Engagement,2021-02-15,Finance,L1,Atlanta,1.63,2.44,4.24,2.42,1.79,2.74,-77,No,Career Growth,Negative,App
SUR00461,EMP00290,Manager Effectiveness,2024-07-18,Design,L3,Atlanta,1.12,3.25,2.59,1.54,3.67,4.57,-74,Neutral,Autonomy,Neutral,App
SUR00462,EMP00255,Wellbeing,2023-03-19,Engineering,L2,Austin,2.49,3.6,1.92,3.72,3.77,3.34,-37,Neutral,Culture,Neutral,App
SUR00463,EMP00942,DEI,2024-03-19,Operations,L2,Chicago,2.71,4.15,3.0,4.64,3.28,3.9,-14,No,Tools & Technology,Negative,Kiosk
SUR00464,EMP00935,Wellbeing,2023-11-05,Sales,L2,Atlanta,3.9,3.9,2.97,4.5,3.72,4.45,-64,No,Work-Life Balance,Negative,App
SUR00465,EMP00272,Manager Effectiveness,2021-10-25,Data Science,L3,New York,1.65,3.4,1.83,4.45,4.66,2.9,-74,No,Recognition,Neutral,Email
SUR00466,EMP00567,Engagement,2022-07-24,Design,L4,Boston,3.66,1.4,1.65,2.51,3.02,4.83,-96,No,Career Growth,Positive,App
SUR00467,EMP01090,Wellbeing,2024-05-20,Marketing,L1,Atlanta,4.1,2.17,3.55,3.35,1.68,4.79,34,Neutral,Management,Neutral,QR Code
SUR00468,EMP01005,Exit,2025-06-16,Finance,L2,Chicago,3.5,2.27,2.06,4.64,1.92,3.56,16,Yes,Management,Negative,QR Code
SUR00469,EMP01066,Pulse,2024-05-30,Legal,L7,Remote,1.75,4.3,2.38,1.16,1.55,1.01,12,Yes,Work-Life Balance,Neutral,App
SUR00470,EMP00515,Wellbeing,2023-12-05,Legal,L5,Denver,4.89,4.71,2.37,4.5,1.27,4.61,21,Yes,Work-Life Balance,Positive,Kiosk
SUR00471,EMP00372,Engagement,2024-02-22,IT,L5,Chicago,1.26,2.81,1.12,4.24,4.95,1.21,59,Yes,Compensation,Neutral,QR Code
SUR00472,EMP00467,Engagement,2026-07-05,Marketing,L5,Atlanta,4.96,4.56,2.1,1.34,2.25,2.36,96,Yes,Autonomy,Negative,Kiosk
SUR00473,EMP00055,DEI,2021-11-02,Legal,L5,New York,1.0,1.24,1.6,1.11,3.62,2.91,-60,Yes,Culture,Neutral,App
SUR00474,EMP00503,DEI,2024-08-10,Design,L3,Remote,2.65,1.15,1.94,1.3,2.31,3.48,99,Neutral,Autonomy,Neutral,Email
SUR00475,EMP00943,Onboarding,2023-07-02,IT,L1,Chicago,1.67,1.06,4.74,3.1,1.23,2.74,-100,Neutral,Culture,Positive,QR Code
SUR00476,EMP00689,Engagement,2021-12-13,Design,L3,San Francisco,4.79,4.73,1.19,3.05,3.19,2.97,-11,Neutral,Autonomy,Neutral,Kiosk
SUR00477,EMP01109,Onboarding,2026-04-29,Engineering,L5,Boston,3.3,1.39,2.34,2.19,4.32,2.75,-37,No,Recognition,Negative,Kiosk
SUR00478,EMP00806,Pulse,2023-07-02,Marketing,L5,Denver,4.82,1.42,4.65,2.15,3.76,1.16,-43,Neutral,Culture,Negative,Kiosk
SUR00479,EMP00095,Wellbeing,2026-05-09,Design,L3,Denver,1.58,2.95,2.54,3.65,4.72,3.42,-49,Neutral,Culture,Positive,QR Code
SUR00480,EMP00774,Exit,2022-06-10,Engineering,L4,Dallas,4.58,3.24,4.51,2.68,3.04,4.34,78,No,Tools & Technology,Neutral,Kiosk
SUR00481,EMP00155,Manager Effectiveness,2021-06-26,Engineering,L4,Denver,2.83,1.6,2.72,4.8,3.02,3.5,67,Neutral,Autonomy,Negative,Kiosk
SUR00482,EMP00444,Exit,2023-08-27,Engineering,L1,Austin,2.11,1.85,4.37,2.72,2.06,3.7,52,Neutral,Management,Neutral,App
SUR00483,EMP00899,DEI,2021-01-30,Finance,L4,New York,2.17,2.93,3.36,2.56,1.27,3.04,14,No,Recognition,Negative,App
SUR00484,EMP00885,Wellbeing,2026-01-23,IT,L2,New York,4.33,4.09,4.76,1.88,4.88,3.9,20,Yes,Tools & Technology,Neutral,Email
SUR00485,EMP00289,Onboarding,2023-03-09,Product,L2,San Francisco,1.62,2.0,1.11,4.12,2.83,3.02,47,No,Work-Life Balance,Neutral,App
SUR00486,EMP00291,Wellbeing,2022-09-17,Marketing,L3,Denver,2.52,1.03,3.16,3.9,1.0,4.49,25,Neutral,Compensation,Neutral,Email
SUR00487,EMP00421,Engagement,2022-02-19,Finance,L1,Chicago,4.29,2.62,3.62,1.5,3.06,2.73,37,No,Autonomy,Negative,QR Code
SUR00488,EMP00057,Wellbeing,2023-10-18,Engineering,L4,New York,1.1,2.09,2.51,4.33,4.15,1.99,13,Yes,Career Growth,Neutral,Email
SUR00489,EMP01000,Onboarding,2026-01-01,Finance,L2,Denver,3.24,1.33,3.91,4.3,4.61,1.95,79,No,Recognition,Positive,Email
SUR00490,EMP00733,Exit,2024-12-20,Product,L7,Seattle,4.33,3.96,2.02,2.5,3.01,2.72,34,Yes,Culture,Negative,QR Code
SUR00491,EMP00630,Engagement,2022-07-16,Marketing,L4,Dallas,2.45,1.94,1.25,1.44,3.94,3.01,20,Yes,Recognition,Positive,Kiosk
SUR00492,EMP01172,Pulse,2021-06-18,Data Science,L2,Austin,1.82,1.88,4.48,4.34,3.1,4.36,-60,Yes,Tools & Technology,Negative,Email
SUR00493,EMP00030,Exit,2024-12-01,Sales,L2,Austin,3.65,1.03,3.87,4.79,2.03,4.12,7,No,Autonomy,Positive,Kiosk
SUR00494,EMP00545,Engagement,2025-02-12,Product,L6,Denver,2.56,2.19,2.67,3.36,1.92,1.34,-75,No,Culture,Neutral,QR Code
SUR00495,EMP00821,Exit,2026-03-01,Data Science,L4,Denver,4.73,4.27,3.88,2.54,4.45,2.92,0,Yes,Tools & Technology,Positive,Email
SUR00496,EMP01025,Wellbeing,2025-02-19,Operations,L7,Austin,3.34,2.24,4.52,4.71,1.28,2.46,-27,Neutral,Autonomy,Negative,App
SUR00497,EMP01144,DEI,2023-09-26,Marketing,L4,Boston,2.2,2.1,1.67,2.72,3.75,3.22,77,Yes,Recognition,Negative,App
SUR00498,EMP01099,Exit,2025-05-24,Data Science,L2,Dallas,2.73,3.74,1.14,2.52,2.92,2.22,10,Yes,Career Growth,Positive,App
SUR00499,EMP00180,Onboarding,2022-05-22,Engineering,L2,San Francisco,3.18,1.76,3.27,4.59,1.97,1.08,-80,Yes,Work-Life Balance,Negative,Kiosk
SUR00500,EMP00044,Exit,2022-12-26,Finance,L5,Dallas,2.29,3.09,2.28,1.53,2.16,1.61,0,Yes,Tools & Technology,Positive,Kiosk
SUR00501,EMP00395,Exit,2024-05-31,Product,L3,Boston,2.82,4.81,1.84,1.29,2.81,3.29,39,Yes,Autonomy,Negative,Email
SUR00502,EMP00495,Onboarding,2022-12-16,Legal,L4,Remote,2.73,4.51,3.63,1.81,4.36,3.85,47,No,Recognition,Negative,Kiosk
SUR00503,EMP00140,Exit,2024-08-31,Customer Success,L2,Boston,4.78,2.55,1.18,1.49,3.46,3.33,-72,Neutral,Recognition,Positive,Kiosk
SUR00504,EMP00870,DEI,2022-09-20,Data Science,L4,Denver,3.81,1.67,1.78,4.21,3.74,3.15,-65,No,Tools & Technology,Positive,QR Code
SUR00505,EMP00938,Pulse,2023-06-09,Product,L5,Remote,4.55,1.19,4.25,1.02,3.62,4.72,26,Yes,Career Growth,Negative,Kiosk
SUR00506,EMP00261,Manager Effectiveness,2021-01-19,HR,L5,Atlanta,1.64,4.66,1.5,4.44,2.46,1.3,-90,Neutral,Culture,Neutral,QR Code
SUR00507,EMP00352,Manager Effectiveness,2022-09-17,Design,L3,Denver,3.75,1.6,1.38,2.35,2.63,3.53,-40,Neutral,Compensation,Negative,Kiosk
SUR00508,EMP00075,DEI,2021-11-15,Finance,L2,Austin,2.53,2.29,3.69,1.37,2.11,1.94,64,No,Tools & Technology,Neutral,Kiosk
SUR00509,EMP00135,Wellbeing,2022-07-15,Marketing,L1,Austin,4.54,3.12,1.76,4.79,1.2,2.12,-97,Neutral,Compensation,Negative,App
SUR00510,EMP00378,DEI,2021-04-21,IT,L6,Remote,3.43,2.86,1.56,2.08,2.21,4.15,-78,Yes,Career Growth,Neutral,QR Code
SUR00511,EMP00198,Wellbeing,2024-02-16,Marketing,L2,Boston,3.81,1.97,4.71,4.03,2.96,3.52,-44,No,Recognition,Neutral,Kiosk
SUR00512,EMP00527,Exit,2023-03-26,Sales,L4,Austin,2.78,2.9,1.9,2.28,3.23,1.43,19,Yes,Management,Neutral,QR Code
SUR00513,EMP00877,Engagement,2022-11-27,Data Science,L2,Remote,1.87,4.09,3.98,1.51,2.07,2.85,-87,Yes,Work-Life Balance,Neutral,Email
SUR00514,EMP00202,Pulse,2025-12-17,Finance,L7,Chicago,3.55,3.28,2.75,2.89,4.42,3.16,56,Neutral,Tools & Technology,Negative,App
SUR00515,EMP00590,Manager Effectiveness,2023-07-04,Product,L2,Chicago,3.82,4.33,1.28,1.53,4.46,4.46,-44,No,Work-Life Balance,Negative,Email
SUR00516,EMP00304,Exit,2022-12-11,IT,L2,Remote,3.79,2.45,2.85,4.68,4.8,4.21,-79,Neutral,Work-Life Balance,Neutral,App
SUR00517,EMP00364,Engagement,2025-09-03,Design,L4,Boston,3.39,1.18,3.87,4.34,1.76,2.0,-45,No,Culture,Neutral,Kiosk
SUR00518,EMP00431,Manager Effectiveness,2021-11-25,Design,L7,Remote,4.23,2.67,1.37,1.59,3.76,4.92,81,Yes,Career Growth,Neutral,App
SUR00519,EMP00339,Exit,2023-03-27,Design,L5,Chicago,2.28,2.85,1.19,3.51,4.61,4.68,39,No,Autonomy,Positive,Email
SUR00520,EMP00448,Pulse,2024-01-12,Operations,L2,New York,1.06,3.35,4.6,3.66,1.85,4.9,-13,Neutral,Recognition,Negative,QR Code
SUR00521,EMP00914,Onboarding,2022-08-04,Legal,L3,Dallas,2.65,2.92,3.21,2.24,2.85,1.11,-26,No,Recognition,Negative,App
SUR00522,EMP00452,Pulse,2024-12-28,Finance,L7,Denver,2.41,4.16,4.04,2.65,4.46,2.14,97,Yes,Tools & Technology,Neutral,QR Code
SUR00523,EMP00412,Onboarding,2021-09-05,Product,L3,Atlanta,1.82,4.89,4.03,4.27,3.06,1.43,86,No,Recognition,Negative,QR Code
SUR00524,EMP00736,Wellbeing,2025-08-01,IT,L3,Remote,2.63,4.16,1.05,4.14,3.56,4.08,-42,Neutral,Compensation,Neutral,Kiosk
SUR00525,EMP00315,Pulse,2024-03-12,Legal,L6,Seattle,3.06,3.55,1.35,3.26,1.74,4.55,-17,Yes,Culture,Neutral,Kiosk
SUR00526,EMP00983,DEI,2024-07-22,Operations,L7,Chicago,2.81,1.52,2.94,2.65,2.09,2.14,9,No,Compensation,Positive,App
SUR00527,EMP00967,Engagement,2024-01-22,Sales,L2,Atlanta,1.62,3.36,1.57,1.06,4.12,2.45,93,Yes,Culture,Negative,App
SUR00528,EMP00313,Pulse,2024-05-28,Data Science,L3,New York,1.35,4.96,3.67,4.74,3.27,4.59,42,No,Career Growth,Neutral,QR Code
SUR00529,EMP00673,Pulse,2024-05-20,Engineering,L5,Atlanta,3.15,1.85,4.99,2.18,3.0,2.83,59,Yes,Career Growth,Neutral,App
SUR00530,EMP00637,Onboarding,2023-03-29,Legal,L4,Denver,3.43,3.75,1.89,4.72,4.28,3.72,44,Neutral,Culture,Positive,QR Code
SUR00531,EMP01036,Pulse,2025-12-05,Data Science,L6,Boston,4.62,1.07,2.31,3.32,2.34,3.53,-58,Neutral,Autonomy,Positive,QR Code
SUR00532,EMP00779,DEI,2025-03-18,Marketing,L2,Austin,2.31,3.94,1.64,1.98,4.78,3.87,5,Neutral,Management,Neutral,Email
